date,state,county,retail,grocery,parks,transit,workplaces,residential,Non_Residential
2020-06-29,Virginia,Washington County,0.0,4.0,,15.0,-26.0,5.0,-1.75
2020-06-29,Virginia,Waynesboro,-1.0,11.0,,,-27.0,,-5.666666666666667
2020-06-29,Virginia,Westmoreland County,,,,,-27.0,,-27.0
2020-06-29,Virginia,Williamsburg,-8.0,19.0,,,-43.0,,-10.666666666666666
2020-06-29,Virginia,Winchester,-6.0,-2.0,,,-25.0,,-11.0
2020-06-29,Virginia,Wise County,9.0,-5.0,,,-35.0,,-10.333333333333334
2020-06-29,Virginia,Wythe County,1.0,17.0,,5.0,-23.0,,0.0
2020-06-29,Virginia,York County,3.0,10.0,115.0,,-41.0,12.0,21.75
2020-06-30,Virginia,Accomack County,32.0,29.0,,,-19.0,4.0,14.0
2020-06-30,Virginia,Albemarle County,-17.0,-2.0,,-31.0,-47.0,13.0,-24.25
2020-06-30,Virginia,Alexandria,-19.0,-9.0,168.0,-58.0,-54.0,20.0,5.6
2020-06-30,Virginia,Alleghany County,,,,14.0,-26.0,,-6.0
2020-06-30,Virginia,Amelia County,,,,,-28.0,,-28.0
2020-06-30,Virginia,Amherst County,15.0,14.0,,,-24.0,,1.6666666666666667
2020-06-30,Virginia,Appomattox County,,,,,-27.0,,-27.0
2020-06-30,Virginia,Arlington County,-40.0,-19.0,-8.0,-60.0,-65.0,25.0,-38.4
2020-06-30,Virginia,Augusta County,12.0,9.0,,24.0,-25.0,6.0,5.0
2020-06-30,Virginia,Bedford County,1.0,16.0,,,-31.0,8.0,-4.666666666666667
2020-06-30,Virginia,Bland County,,,,38.0,-35.0,,1.5
2020-06-30,Virginia,Botetourt County,,,,0.0,-30.0,8.0,-15.0
2020-06-30,Virginia,Bristol,1.0,8.0,,,-32.0,,-7.666666666666667
2020-06-30,Virginia,Brunswick County,,,,-70.0,-21.0,,-45.5
2020-06-30,Virginia,Buchanan County,,,,,-12.0,,-12.0
2020-06-30,Virginia,Buckingham County,,,,,-28.0,,-28.0
2020-06-30,Virginia,Buena Vista,,,,,-30.0,,-30.0
2020-06-30,Virginia,Campbell County,6.0,15.0,,,-30.0,6.0,-3.0
2020-06-30,Virginia,Caroline County,,-2.0,,18.0,-33.0,9.0,-5.666666666666667
2020-06-30,Virginia,Carroll County,,,,27.0,-27.0,,0.0
2020-06-30,Virginia,Charles City County,,,,,-36.0,,-36.0
2020-06-30,Virginia,Charlotte County,,,,,-32.0,,-32.0
2020-06-30,Virginia,Charlottesville,-27.0,-11.0,1.0,-49.0,-53.0,,-27.8
2020-06-30,Virginia,Chesapeake,1.0,11.0,112.0,-17.0,-36.0,11.0,14.2
2020-06-30,Virginia,Chesterfield County,-2.0,0.0,126.0,-3.0,-39.0,11.0,16.4
2020-06-30,Virginia,Clarke County,,,,,-32.0,,-32.0
2020-06-30,Virginia,Colonial Heights,-2.0,-1.0,,,-30.0,,-11.0
2020-06-30,Virginia,Covington,,,,,-28.0,,-28.0
2020-06-30,Virginia,Craig County,,,,,-37.0,,-37.0
2020-06-30,Virginia,Culpeper County,1.0,8.0,,,-32.0,8.0,-7.666666666666667
2020-06-30,Virginia,Cumberland County,,,,,-31.0,,-31.0
2020-06-30,Virginia,Danville,4.0,15.0,,,-27.0,6.0,-2.6666666666666665
2020-06-30,Virginia,Dickenson County,,,,,-25.0,,-25.0
2020-06-30,Virginia,Dinwiddie County,,-1.0,,,-23.0,7.0,-12.0
2020-06-30,Virginia,Emporia,,,,22.0,-22.0,,0.0
2020-06-30,Virginia,Essex County,,,,,-27.0,,-27.0
2020-06-30,Virginia,Fairfax,-25.0,-9.0,,,-53.0,,-29.0
2020-06-30,Virginia,Fairfax County,-22.0,-9.0,51.0,-56.0,-54.0,20.0,-18.0
2020-06-30,Virginia,Falls Church,-23.0,,,,-65.0,,-44.0
2020-06-30,Virginia,Fauquier County,6.0,-1.0,,,-37.0,10.0,-10.666666666666666
2020-06-30,Virginia,Floyd County,,,,,-33.0,,-33.0
2020-06-30,Virginia,Fluvanna County,,,,,-33.0,,-33.0
2020-06-30,Virginia,Franklin,,,,7.0,-28.0,,-10.5
2020-06-30,Virginia,Franklin County,6.0,14.0,,,-26.0,7.0,-2.0
2020-06-30,Virginia,Frederick County,9.0,15.0,,11.0,-31.0,9.0,1.0
2020-06-30,Virginia,Fredericksburg,-6.0,-7.0,,-64.0,-40.0,,-29.25
2020-06-30,Virginia,Galax,1.0,,,,-35.0,,-17.0
2020-06-30,Virginia,Giles County,,,,,-29.0,,-29.0
2020-06-30,Virginia,Gloucester County,8.0,25.0,,,-25.0,6.0,2.6666666666666665
2020-06-30,Virginia,Goochland County,,,,,-40.0,,-40.0
2020-06-30,Virginia,Grayson County,,,,,-31.0,,-31.0
2020-06-30,Virginia,Greene County,,,,,-32.0,,-32.0
2020-06-30,Virginia,Greensville County,,,,27.0,-25.0,,1.0
2020-06-30,Virginia,Halifax County,1.0,9.0,,,-18.0,6.0,-2.6666666666666665
2020-06-30,Virginia,Hampton,-3.0,10.0,,-11.0,-32.0,10.0,-9.0
2020-06-30,Virginia,Hanover County,5.0,4.0,,26.0,-41.0,11.0,-1.5
2020-06-30,Virginia,Harrisonburg,-10.0,8.0,,-7.0,-32.0,7.0,-10.25
2020-06-30,Virginia,Henrico County,-10.0,-1.0,53.0,-32.0,-43.0,12.0,-6.6
2020-06-30,Virginia,Henry County,6.0,6.0,,,-26.0,6.0,-4.666666666666667
2020-06-30,Virginia,Hopewell,4.0,0.0,,,-26.0,6.0,-7.333333333333333
2020-06-30,Virginia,Isle of Wight County,8.0,6.0,,,-32.0,9.0,-6.0
2020-06-30,Virginia,James City County,0.0,19.0,,,-35.0,9.0,-5.333333333333333
2020-06-30,Virginia,King George County,5.0,-1.0,,-44.0,-37.0,,-19.25
2020-06-30,Virginia,King William County,,,,,-31.0,,-31.0
2020-06-30,Virginia,King and Queen County,,,,,-23.0,,-23.0
2020-06-30,Virginia,Lancaster County,,,,,-15.0,,-15.0
2020-06-30,Virginia,Lee County,,,,,-29.0,,-29.0
2020-06-30,Virginia,Loudoun County,-14.0,-7.0,25.0,-65.0,-53.0,19.0,-22.8
2020-06-30,Virginia,Louisa County,24.0,19.0,,,-28.0,8.0,5.0
2020-06-30,Virginia,Lunenburg County,,,,,-26.0,,-26.0
2020-06-30,Virginia,Lynchburg,-7.0,0.0,,-1.0,-34.0,8.0,-10.5
2020-06-30,Virginia,Madison County,,,,,-25.0,,-25.0
2020-06-30,Virginia,Manassas,-4.0,0.0,,-35.0,-37.0,10.0,-19.0
2020-06-30,Virginia,Manassas Park,,,,,-37.0,,-37.0
2020-06-30,Virginia,Martinsville,11.0,2.0,,,-34.0,,-7.0
2020-06-30,Virginia,Mathews County,,,,,-24.0,,-24.0
2020-06-30,Virginia,Mecklenburg County,7.0,,,32.0,-22.0,,5.666666666666667
2020-06-30,Virginia,Middlesex County,,,,,-21.0,,-21.0
2020-06-30,Virginia,Montgomery County,-26.0,4.0,,-7.0,-42.0,13.0,-17.75
2020-06-30,Virginia,Nelson County,,,,,-26.0,,-26.0
2020-06-30,Virginia,New Kent County,,,,18.0,-34.0,,-8.0
2020-06-30,Virginia,Newport News,-2.0,8.0,88.0,-31.0,-33.0,9.0,6.0
2020-06-30,Virginia,Norfolk,-8.0,3.0,58.0,-22.0,-33.0,8.0,-0.4
2020-06-30,Virginia,Northampton County,,,,,-17.0,,-17.0
2020-06-30,Virginia,Northumberland County,,,,,-13.0,,-13.0
2020-06-30,Virginia,Nottoway County,,,,,-25.0,,-25.0
2020-06-30,Virginia,Orange County,3.0,11.0,,,-28.0,9.0,-4.666666666666667
2020-06-30,Virginia,Page County,,,,,-20.0,,-20.0
2020-06-30,Virginia,Patrick County,,,,,-22.0,,-22.0
2020-06-30,Virginia,Petersburg,6.0,-3.0,,,-27.0,7.0,-8.0
2020-06-30,Virginia,Pittsylvania County,2.0,9.0,,,-22.0,4.0,-3.6666666666666665
2020-06-30,Virginia,Poquoson,,,,,-33.0,,-33.0
2020-06-30,Virginia,Portsmouth,6.0,7.0,,28.0,-30.0,8.0,2.75
2020-06-30,Virginia,Powhatan County,,,,,-36.0,,-36.0
2020-06-30,Virginia,Prince Edward County,-10.0,,,,-30.0,,-20.0
2020-06-30,Virginia,Prince George County,-8.0,10.0,,-2.0,-27.0,9.0,-6.75
2020-06-30,Virginia,Prince William County,-4.0,2.0,125.0,-38.0,-44.0,15.0,8.2
2020-06-30,Virginia,Pulaski County,4.0,7.0,,,-27.0,7.0,-5.333333333333333
2020-06-30,Virginia,Radford,,,,,-36.0,,-36.0
2020-06-30,Virginia,Rappahannock County,,,,,-17.0,,-17.0
2020-06-30,Virginia,Richmond,-21.0,4.0,119.0,-23.0,-41.0,10.0,7.6
2020-06-30,Virginia,Richmond County,,,,,-21.0,,-21.0
2020-06-30,Virginia,Roanoke,-9.0,1.0,13.0,-25.0,-32.0,9.0,-10.4
2020-06-30,Virginia,Roanoke County,-3.0,7.0,,,-36.0,10.0,-10.666666666666666
2020-06-30,Virginia,Rockbridge County,9.0,,,13.0,-27.0,,-1.6666666666666667
2020-06-30,Virginia,Rockingham County,9.0,20.0,,23.0,-29.0,7.0,5.75
2020-06-30,Virginia,Russell County,,,,,-24.0,,-24.0
2020-06-30,Virginia,Salem,1.0,-1.0,,,-36.0,,-12.0
2020-06-30,Virginia,Scott County,,,,,-28.0,,-28.0
2020-06-30,Virginia,Shenandoah County,11.0,15.0,,3.0,-28.0,6.0,0.25
2020-06-30,Virginia,Smyth County,,1.0,,,-22.0,,-10.5
2020-06-30,Virginia,Southampton County,,,,,-25.0,,-25.0
2020-06-30,Virginia,Spotsylvania County,0.0,8.0,,,-38.0,11.0,-10.0
2020-06-30,Virginia,Stafford County,6.0,1.0,,,-46.0,15.0,-13.0
2020-06-30,Virginia,Staunton,-1.0,6.0,,,-28.0,,-7.666666666666667
2020-06-30,Virginia,Suffolk,1.0,6.0,,0.0,-32.0,9.0,-6.25
2020-06-30,Virginia,Surry County,,,,,-24.0,,-24.0
2020-06-30,Virginia,Sussex County,,,,19.0,-23.0,,-2.0
2020-06-30,Virginia,Tazewell County,11.0,8.0,,,-22.0,6.0,-1.0
2020-06-30,Virginia,Virginia Beach,5.0,11.0,109.0,-22.0,-35.0,10.0,13.6
2020-06-30,Virginia,Warren County,8.0,16.0,,,-32.0,8.0,-2.6666666666666665
2020-06-30,Virginia,Washington County,4.0,15.0,,15.0,-28.0,6.0,1.5
2020-06-30,Virginia,Waynesboro,8.0,13.0,,,-28.0,,-2.3333333333333335
2020-06-30,Virginia,Westmoreland County,,,,,-28.0,,-28.0
2020-06-30,Virginia,Williamsburg,-4.0,20.0,,,-43.0,,-9.0
2020-06-30,Virginia,Winchester,-6.0,2.0,,,-26.0,,-10.0
2020-06-30,Virginia,Wise County,15.0,-4.0,,,-34.0,,-7.666666666666667
2020-06-30,Virginia,Wythe County,2.0,19.0,,7.0,-28.0,,0.0
2020-06-30,Virginia,York County,8.0,11.0,,,-42.0,13.0,-7.666666666666667
2020-07-01,Virginia,Accomack County,30.0,37.0,,,-20.0,5.0,15.666666666666666
2020-07-01,Virginia,Albemarle County,-15.0,-4.0,,-28.0,-47.0,13.0,-23.5
2020-07-01,Virginia,Alexandria,-18.0,-8.0,126.0,-58.0,-55.0,20.0,-2.6
2020-07-01,Virginia,Alleghany County,,,,21.0,-26.0,,-2.5
2020-07-01,Virginia,Amelia County,,,,,-32.0,,-32.0
2020-07-01,Virginia,Amherst County,15.0,16.0,,,-26.0,5.0,1.6666666666666667
2020-07-01,Virginia,Appomattox County,,,,,-30.0,,-30.0
2020-07-01,Virginia,Arlington County,-38.0,-16.0,-17.0,-61.0,-65.0,24.0,-39.4
2020-07-01,Virginia,Augusta County,14.0,15.0,,29.0,-27.0,6.0,7.75
2020-07-01,Virginia,Bedford County,5.0,15.0,,,-30.0,8.0,-3.3333333333333335
2020-07-01,Virginia,Bland County,,,,38.0,,,38.0
2020-07-01,Virginia,Botetourt County,,,,36.0,-33.0,8.0,1.5
2020-07-01,Virginia,Bristol,13.0,12.0,,,-29.0,,-1.3333333333333333
2020-07-01,Virginia,Brunswick County,,,,-64.0,-22.0,,-43.0
2020-07-01,Virginia,Buchanan County,,,,,-26.0,,-26.0
2020-07-01,Virginia,Buckingham County,,,,,-32.0,,-32.0
2020-07-01,Virginia,Buena Vista,,,,,-33.0,,-33.0
2020-07-01,Virginia,Campbell County,9.0,15.0,,,-29.0,6.0,-1.6666666666666667
2020-07-01,Virginia,Caroline County,,9.0,,17.0,-35.0,10.0,-3.0
2020-07-01,Virginia,Carroll County,,45.0,,47.0,-28.0,,21.333333333333332
2020-07-01,Virginia,Charles City County,,,,,-31.0,,-31.0
2020-07-01,Virginia,Charlotte County,,,,,-34.0,,-34.0
2020-07-01,Virginia,Charlottesville,-29.0,-11.0,-13.0,-49.0,-53.0,,-31.0
2020-07-01,Virginia,Chesapeake,-1.0,10.0,56.0,-17.0,-38.0,11.0,2.0
2020-07-01,Virginia,Chesterfield County,-3.0,0.0,39.0,8.0,-40.0,12.0,0.8
2020-07-01,Virginia,Clarke County,,,,,-31.0,,-31.0
2020-07-01,Virginia,Colonial Heights,5.0,6.0,,,-35.0,,-8.0
2020-07-01,Virginia,Covington,,,,,-20.0,,-20.0
2020-07-01,Virginia,Craig County,,,,,-35.0,,-35.0
2020-07-01,Virginia,Culpeper County,3.0,10.0,,,-33.0,8.0,-6.666666666666667
2020-07-01,Virginia,Cumberland County,,,,,-27.0,,-27.0
2020-07-01,Virginia,Danville,10.0,20.0,,,-26.0,4.0,1.3333333333333333
2020-07-01,Virginia,Dickenson County,,,,,-28.0,,-28.0
2020-07-01,Virginia,Dinwiddie County,,15.0,,,-28.0,7.0,-6.5
2020-07-01,Virginia,Emporia,,,,18.0,-23.0,,-2.5
2020-07-01,Virginia,Essex County,,,,,-25.0,,-25.0
2020-07-01,Virginia,Fairfax,-26.0,-7.0,,,-56.0,,-29.666666666666668
2020-07-01,Virginia,Fairfax County,-21.0,-6.0,37.0,-54.0,-55.0,20.0,-19.8
2020-07-01,Virginia,Falls Church,-29.0,,,,-66.0,,-47.5
2020-07-01,Virginia,Fauquier County,4.0,5.0,,,-36.0,11.0,-9.0
2020-07-01,Virginia,Floyd County,,,,,-36.0,,-36.0
2020-07-01,Virginia,Fluvanna County,,-2.0,,,-33.0,,-17.5
2020-07-01,Virginia,Franklin,,,,20.0,-25.0,,-2.5
2020-07-01,Virginia,Franklin County,9.0,20.0,,,-27.0,6.0,0.6666666666666666
2020-07-01,Virginia,Frederick County,10.0,14.0,,7.0,-31.0,8.0,0.0
2020-07-01,Virginia,Fredericksburg,-4.0,1.0,,-62.0,-43.0,,-27.0
2020-07-01,Virginia,Galax,15.0,57.0,,,-37.0,,11.666666666666666
2020-07-01,Virginia,Giles County,,,,,-30.0,,-30.0
2020-07-01,Virginia,Gloucester County,6.0,31.0,,,-28.0,7.0,3.0
2020-07-01,Virginia,Goochland County,,,,,-41.0,,-41.0
2020-07-01,Virginia,Grayson County,,,,,-34.0,,-34.0
2020-07-01,Virginia,Greene County,,,,,-36.0,,-36.0
2020-07-01,Virginia,Greensville County,,,,40.0,-24.0,,8.0
2020-07-01,Virginia,Halifax County,3.0,11.0,,,-22.0,4.0,-2.6666666666666665
2020-07-01,Virginia,Hampton,-3.0,6.0,98.0,-17.0,-34.0,10.0,10.0
2020-07-01,Virginia,Hanover County,4.0,3.0,,19.0,-39.0,12.0,-3.25
2020-07-01,Virginia,Harrisonburg,-7.0,6.0,,-20.0,-35.0,8.0,-14.0
2020-07-01,Virginia,Henrico County,-12.0,-3.0,-15.0,-29.0,-44.0,14.0,-20.6
2020-07-01,Virginia,Henry County,13.0,11.0,,,-27.0,7.0,-1.0
2020-07-01,Virginia,Hopewell,7.0,4.0,,,-28.0,6.0,-5.666666666666667
2020-07-01,Virginia,Isle of Wight County,1.0,6.0,,,-33.0,11.0,-8.666666666666666
2020-07-01,Virginia,James City County,1.0,14.0,,,-39.0,11.0,-8.0
2020-07-01,Virginia,King George County,3.0,8.0,,-46.0,-38.0,,-18.25
2020-07-01,Virginia,King William County,,,,,-32.0,,-32.0
2020-07-01,Virginia,King and Queen County,,,,,-26.0,,-26.0
2020-07-01,Virginia,Lancaster County,,,,,-21.0,,-21.0
2020-07-01,Virginia,Lee County,,,,,-27.0,,-27.0
2020-07-01,Virginia,Loudoun County,-13.0,-4.0,21.0,-60.0,-54.0,19.0,-22.0
2020-07-01,Virginia,Louisa County,18.0,23.0,,,-29.0,9.0,4.0
2020-07-01,Virginia,Lunenburg County,,,,,-23.0,,-23.0
2020-07-01,Virginia,Lynchburg,-5.0,4.0,,-2.0,-34.0,8.0,-9.25
2020-07-01,Virginia,Madison County,,,,,-25.0,,-25.0
2020-07-01,Virginia,Manassas,-6.0,-1.0,,-35.0,-37.0,11.0,-19.75
2020-07-01,Virginia,Manassas Park,,,,,-36.0,,-36.0
2020-07-01,Virginia,Martinsville,11.0,8.0,,,-29.0,,-3.3333333333333335
2020-07-01,Virginia,Mathews County,,,,,-22.0,,-22.0
2020-07-01,Virginia,Mecklenburg County,14.0,32.0,,42.0,-22.0,,16.5
2020-07-01,Virginia,Middlesex County,,,,,-21.0,,-21.0
2020-07-01,Virginia,Montgomery County,-24.0,11.0,,-4.0,-44.0,12.0,-15.25
2020-07-01,Virginia,Nelson County,,,,,-27.0,,-27.0
2020-07-01,Virginia,New Kent County,8.0,,,16.0,-35.0,,-3.6666666666666665
2020-07-01,Virginia,Newport News,-4.0,7.0,,-30.0,-35.0,9.0,-15.5
2020-07-01,Virginia,Norfolk,-6.0,4.0,32.0,-17.0,-35.0,8.0,-4.4
2020-07-01,Virginia,Northampton County,,42.0,,,-19.0,,11.5
2020-07-01,Virginia,Northumberland County,,,,,-12.0,,-12.0
2020-07-01,Virginia,Nottoway County,,,,,-24.0,,-24.0
2020-07-01,Virginia,Orange County,7.0,10.0,,,-28.0,7.0,-3.6666666666666665
2020-07-01,Virginia,Page County,,,,,-22.0,,-22.0
2020-07-01,Virginia,Patrick County,,,,,-24.0,,-24.0
2020-07-01,Virginia,Petersburg,8.0,6.0,,,-27.0,6.0,-4.333333333333333
2020-07-01,Virginia,Pittsylvania County,10.0,21.0,,,-26.0,5.0,1.6666666666666667
2020-07-01,Virginia,Poquoson,,,,,-37.0,,-37.0
2020-07-01,Virginia,Portsmouth,6.0,7.0,,16.0,-30.0,7.0,-0.25
2020-07-01,Virginia,Powhatan County,,,,,-35.0,,-35.0
2020-07-01,Virginia,Prince Edward County,-6.0,,,,-32.0,,-19.0
2020-07-01,Virginia,Prince George County,-11.0,2.0,,0.0,-30.0,8.0,-9.75
2020-07-01,Virginia,Prince William County,-3.0,6.0,92.0,-31.0,-45.0,15.0,3.8
2020-07-01,Virginia,Pulaski County,10.0,14.0,,,-27.0,6.0,-1.0
2020-07-01,Virginia,Radford,,,,,-40.0,,-40.0
2020-07-01,Virginia,Rappahannock County,,,,,-21.0,,-21.0
2020-07-01,Virginia,Richmond,-20.0,4.0,54.0,-14.0,-41.0,10.0,-3.4
2020-07-01,Virginia,Richmond County,,,,,-20.0,,-20.0
2020-07-01,Virginia,Roanoke,-7.0,6.0,18.0,-18.0,-33.0,7.0,-6.8
2020-07-01,Virginia,Roanoke County,0.0,8.0,,,-37.0,10.0,-9.666666666666666
2020-07-01,Virginia,Rockbridge County,10.0,,,12.0,-27.0,,-1.6666666666666667
2020-07-01,Virginia,Rockingham County,11.0,17.0,,16.0,-30.0,6.0,3.5
2020-07-01,Virginia,Russell County,,,,,-26.0,,-26.0
2020-07-01,Virginia,Salem,2.0,0.0,,,-38.0,,-12.0
2020-07-01,Virginia,Scott County,,,,,-24.0,,-24.0
2020-07-01,Virginia,Shenandoah County,16.0,16.0,,-1.0,-28.0,6.0,0.75
2020-07-01,Virginia,Smyth County,,10.0,,,-24.0,,-7.0
2020-07-01,Virginia,Southampton County,,,,,-23.0,,-23.0
2020-07-01,Virginia,Spotsylvania County,5.0,10.0,,,-38.0,12.0,-7.666666666666667
2020-07-01,Virginia,Stafford County,3.0,4.0,,,-46.0,14.0,-13.0
2020-07-01,Virginia,Staunton,7.0,14.0,,,-27.0,,-2.0
2020-07-01,Virginia,Suffolk,2.0,8.0,,7.0,-35.0,10.0,-4.5
2020-07-01,Virginia,Surry County,,,,,-30.0,,-30.0
2020-07-01,Virginia,Sussex County,,,,20.0,-26.0,,-3.0
2020-07-01,Virginia,Tazewell County,25.0,19.0,,,-20.0,4.0,8.0
2020-07-01,Virginia,Virginia Beach,1.0,6.0,73.0,-25.0,-36.0,11.0,3.8
2020-07-01,Virginia,Warren County,14.0,16.0,,,-30.0,8.0,0.0
2020-07-01,Virginia,Washington County,9.0,17.0,,16.0,-28.0,5.0,3.5
2020-07-01,Virginia,Waynesboro,12.0,20.0,,,-28.0,,1.3333333333333333
2020-07-01,Virginia,Westmoreland County,,,,,-28.0,,-28.0
2020-07-01,Virginia,Williamsburg,-12.0,11.0,,,-50.0,,-17.0
2020-07-01,Virginia,Winchester,-4.0,12.0,,,-30.0,,-7.333333333333333
2020-07-01,Virginia,Wise County,19.0,8.0,,,-34.0,,-2.3333333333333335
2020-07-01,Virginia,Wythe County,10.0,34.0,,11.0,-25.0,,7.5
2020-07-01,Virginia,York County,7.0,15.0,,,-43.0,14.0,-7.0
2020-07-02,Virginia,Accomack County,41.0,,,,-20.0,3.0,10.5
2020-07-02,Virginia,Albemarle County,-12.0,7.0,,-28.0,-49.0,12.0,-20.5
2020-07-02,Virginia,Alexandria,-17.0,-2.0,,-59.0,-54.0,19.0,-33.0
2020-07-02,Virginia,Alleghany County,,,,30.0,-30.0,,0.0
2020-07-02,Virginia,Amelia County,,,,,-28.0,,-28.0
2020-07-02,Virginia,Amherst County,21.0,24.0,,,-28.0,,5.666666666666667
2020-07-02,Virginia,Appomattox County,,,,,-31.0,,-31.0
2020-07-02,Virginia,Arlington County,-36.0,-7.0,-9.0,-60.0,-64.0,22.0,-35.2
2020-07-02,Virginia,Augusta County,14.0,18.0,,37.0,-29.0,5.0,10.0
2020-07-02,Virginia,Bath County,,,-41.0,,,,-41.0
2020-07-02,Virginia,Bedford County,10.0,26.0,,,-33.0,8.0,1.0
2020-07-02,Virginia,Bland County,,,,,-38.0,,-38.0
2020-07-02,Virginia,Botetourt County,,,,46.0,-37.0,7.0,4.5
2020-07-02,Virginia,Bristol,14.0,20.0,,,-32.0,,0.6666666666666666
2020-07-02,Virginia,Brunswick County,,,,-61.0,-27.0,,-44.0
2020-07-02,Virginia,Buchanan County,,,,,-28.0,,-28.0
2020-07-02,Virginia,Buckingham County,,,,,-34.0,,-34.0
2020-07-02,Virginia,Buena Vista,,,,,-33.0,,-33.0
2020-07-02,Virginia,Campbell County,17.0,26.0,,,-33.0,5.0,3.3333333333333335
2020-07-02,Virginia,Caroline County,16.0,16.0,,21.0,-38.0,9.0,3.75
2020-07-02,Virginia,Carroll County,,,,,-29.0,,-29.0
2020-07-02,Virginia,Charles City County,,,,,-39.0,,-39.0
2020-07-02,Virginia,Charlotte County,,,,,-36.0,,-36.0
2020-07-02,Virginia,Charlottesville,-25.0,-7.0,,-48.0,-55.0,,-33.75
2020-07-02,Virginia,Chesapeake,8.0,21.0,106.0,-15.0,-39.0,9.0,16.2
2020-07-02,Virginia,Chesterfield County,4.0,9.0,100.0,-6.0,-41.0,10.0,13.2
2020-07-02,Virginia,Clarke County,,,,,-36.0,,-36.0
2020-07-02,Virginia,Colonial Heights,8.0,16.0,,,-33.0,,-3.0
2020-07-02,Virginia,Covington,,,,,-33.0,,-33.0
2020-07-02,Virginia,Craig County,,,,,-33.0,,-33.0
2020-07-02,Virginia,Culpeper County,6.0,13.0,,,-33.0,7.0,-4.666666666666667
2020-07-02,Virginia,Cumberland County,,,,,-31.0,,-31.0
2020-07-02,Virginia,Danville,9.0,25.0,,,-26.0,4.0,2.6666666666666665
2020-07-02,Virginia,Dickenson County,,,,,-30.0,,-30.0
2020-07-02,Virginia,Dinwiddie County,,,,,-29.0,5.0,-29.0
2020-07-02,Virginia,Emporia,,,,25.0,-25.0,,0.0
2020-07-02,Virginia,Essex County,,,,,-30.0,,-30.0
2020-07-02,Virginia,Fairfax,-21.0,-3.0,,,-56.0,,-26.666666666666668
2020-07-02,Virginia,Fairfax County,-18.0,1.0,50.0,-53.0,-55.0,19.0,-15.0
2020-07-02,Virginia,Falls Church,-27.0,,,,-65.0,,-46.0
2020-07-02,Virginia,Fauquier County,14.0,9.0,,,-39.0,9.0,-5.333333333333333
2020-07-02,Virginia,Floyd County,,,,,-34.0,,-34.0
2020-07-02,Virginia,Fluvanna County,,6.0,,,-36.0,,-15.0
2020-07-02,Virginia,Franklin,,,,18.0,-26.0,,-4.0
2020-07-02,Virginia,Franklin County,18.0,27.0,,,-31.0,5.0,4.666666666666667
2020-07-02,Virginia,Frederick County,17.0,28.0,,15.0,-34.0,8.0,6.5
2020-07-02,Virginia,Fredericksburg,1.0,6.0,,-68.0,-44.0,,-26.25
2020-07-02,Virginia,Galax,14.0,,,,-37.0,,-11.5
2020-07-02,Virginia,Giles County,,,,,-30.0,,-30.0
2020-07-02,Virginia,Gloucester County,13.0,38.0,,,-30.0,7.0,7.0
2020-07-02,Virginia,Goochland County,,,,,-38.0,,-38.0
2020-07-02,Virginia,Grayson County,,,,,-32.0,,-32.0
2020-07-02,Virginia,Greene County,,,,,-35.0,,-35.0
2020-07-02,Virginia,Greensville County,,,,35.0,-26.0,,4.5
2020-07-02,Virginia,Halifax County,7.0,22.0,,,-24.0,5.0,1.6666666666666667
2020-07-02,Virginia,Hampton,1.0,15.0,,-7.0,-36.0,9.0,-6.75
2020-07-02,Virginia,Hanover County,15.0,15.0,,21.0,-42.0,10.0,2.25
2020-07-02,Virginia,Harrisonburg,1.0,13.0,,-12.0,-37.0,6.0,-8.75
2020-07-02,Virginia,Henrico County,-6.0,8.0,42.0,-26.0,-45.0,12.0,-5.4
2020-07-02,Virginia,Henry County,22.0,17.0,,,-28.0,6.0,3.6666666666666665
2020-07-02,Virginia,Hopewell,1.0,5.0,,,-28.0,5.0,-7.333333333333333
2020-07-02,Virginia,Isle of Wight County,17.0,16.0,,,-37.0,9.0,-1.3333333333333333
2020-07-02,Virginia,James City County,10.0,34.0,,,-39.0,9.0,1.6666666666666667
2020-07-02,Virginia,King George County,22.0,26.0,,-51.0,-41.0,,-11.0
2020-07-02,Virginia,King William County,,,,,-34.0,,-34.0
2020-07-02,Virginia,King and Queen County,,,,,-32.0,,-32.0
2020-07-02,Virginia,Lancaster County,,,,,-16.0,,-16.0
2020-07-02,Virginia,Lee County,,,,,-31.0,,-31.0
2020-07-02,Virginia,Loudoun County,-8.0,2.0,29.0,-65.0,-55.0,18.0,-19.4
2020-07-02,Virginia,Louisa County,31.0,27.0,,,-31.0,7.0,9.0
2020-07-02,Virginia,Lunenburg County,,,,,-24.0,,-24.0
2020-07-02,Virginia,Lynchburg,-3.0,8.0,,-5.0,-36.0,8.0,-9.0
2020-07-02,Virginia,Madison County,,,,,-33.0,,-33.0
2020-07-02,Virginia,Manassas,-1.0,7.0,,-28.0,-38.0,10.0,-15.0
2020-07-02,Virginia,Manassas Park,,,,,-40.0,,-40.0
2020-07-02,Virginia,Martinsville,11.0,9.0,,,-27.0,,-2.3333333333333335
2020-07-02,Virginia,Mathews County,,,,,-30.0,,-30.0
2020-07-02,Virginia,Mecklenburg County,31.0,46.0,,47.0,-25.0,,24.75
2020-07-02,Virginia,Middlesex County,,,,,-25.0,,-25.0
2020-07-02,Virginia,Montgomery County,-18.0,14.0,,-3.0,-46.0,11.0,-13.25
2020-07-02,Virginia,Nelson County,,,,,-31.0,,-31.0
