date,state,county,retail,grocery,parks,transit,workplaces,residential,Non_Residential
2020-04-02,Virginia,Fredericksburg,-45.0,-15.0,,,-53.0,,-37.666666666666664
2020-04-02,Virginia,Galax,-23.0,16.0,,,-35.0,,-14.0
2020-04-02,Virginia,Giles County,-25.0,-2.0,,,-32.0,,-19.666666666666668
2020-04-02,Virginia,Gloucester County,-30.0,8.0,,,-34.0,16.0,-18.666666666666668
2020-04-02,Virginia,Goochland County,-46.0,-12.0,,,-47.0,,-35.0
2020-04-02,Virginia,Grayson County,,,,,-28.0,,-28.0
2020-04-02,Virginia,Greene County,-13.0,-9.0,,,-43.0,,-21.666666666666668
2020-04-02,Virginia,Greensville County,,,,-20.0,-32.0,,-26.0
2020-04-02,Virginia,Halifax County,-25.0,-8.0,,,-26.0,,-19.666666666666668
2020-04-02,Virginia,Hampton,-30.0,-1.0,19.0,-26.0,-42.0,18.0,-16.0
2020-04-02,Virginia,Hanover County,-34.0,-18.0,,-10.0,-50.0,21.0,-28.0
2020-04-02,Virginia,Harrisonburg,-44.0,-16.0,,-25.0,-40.0,16.0,-31.25
2020-04-02,Virginia,Henrico County,-41.0,-15.0,32.0,-67.0,-52.0,22.0,-28.6
2020-04-02,Virginia,Henry County,-15.0,-8.0,,,-27.0,13.0,-16.666666666666668
2020-04-02,Virginia,Hopewell,-42.0,-2.0,,,-36.0,,-26.666666666666668
2020-04-02,Virginia,Isle of Wight County,-34.0,2.0,,,-41.0,19.0,-24.333333333333332
2020-04-02,Virginia,James City County,-47.0,6.0,,,-55.0,21.0,-32.0
2020-04-02,Virginia,King George County,-37.0,-33.0,,,-46.0,,-38.666666666666664
2020-04-02,Virginia,King William County,-23.0,-22.0,,,-39.0,,-28.0
2020-04-02,Virginia,King and Queen County,,,,,-35.0,,-35.0
2020-04-02,Virginia,Lancaster County,-26.0,25.0,,,-28.0,,-9.666666666666666
2020-04-02,Virginia,Lee County,-14.0,0.0,,,-35.0,,-16.333333333333332
2020-04-02,Virginia,Lexington,-63.0,-26.0,,,,,-44.5
2020-04-02,Virginia,Loudoun County,-45.0,-18.0,-26.0,-78.0,-67.0,30.0,-46.8
2020-04-02,Virginia,Louisa County,-20.0,-15.0,,,-40.0,18.0,-25.0
2020-04-02,Virginia,Lunenburg County,,,,,-30.0,,-30.0
2020-04-02,Virginia,Lynchburg,-41.0,-8.0,,-16.0,-41.0,17.0,-26.5
2020-04-02,Virginia,Madison County,-55.0,-22.0,,,-40.0,,-39.0
2020-04-02,Virginia,Manassas,-36.0,-12.0,,-58.0,-45.0,21.0,-37.75
2020-04-02,Virginia,Manassas Park,,-26.0,,,-46.0,,-36.0
2020-04-02,Virginia,Martinsville,-34.0,-15.0,,,-30.0,,-26.333333333333332
2020-04-02,Virginia,Mathews County,,,,,-31.0,,-31.0
2020-04-02,Virginia,Mecklenburg County,-29.0,11.0,,-27.0,-30.0,,-18.75
2020-04-02,Virginia,Middlesex County,-34.0,15.0,,,-28.0,,-15.666666666666666
2020-04-02,Virginia,Montgomery County,-47.0,-10.0,,-14.0,-54.0,23.0,-31.25
2020-04-02,Virginia,Nelson County,-54.0,0.0,,,-45.0,,-33.0
2020-04-02,Virginia,New Kent County,-42.0,4.0,,-22.0,-45.0,,-26.25
2020-04-02,Virginia,Newport News,-37.0,-6.0,11.0,-32.0,-41.0,18.0,-21.0
2020-04-02,Virginia,Norfolk,-38.0,-12.0,1.0,-55.0,-44.0,18.0,-29.6
2020-04-02,Virginia,Northampton County,-26.0,-23.0,,,-28.0,,-25.666666666666668
2020-04-02,Virginia,Northumberland County,-12.0,5.0,,,-24.0,,-10.333333333333334
2020-04-02,Virginia,Norton,-30.0,,,,,,-30.0
2020-04-02,Virginia,Nottoway County,-27.0,33.0,,,-25.0,,-6.333333333333333
2020-04-02,Virginia,Orange County,-24.0,-5.0,,,-40.0,,-23.0
2020-04-02,Virginia,Page County,-21.0,2.0,,,-30.0,,-16.333333333333332
2020-04-02,Virginia,Patrick County,-20.0,13.0,,,-28.0,,-11.666666666666666
2020-04-02,Virginia,Petersburg,-22.0,-5.0,,-12.0,-37.0,13.0,-19.0
2020-04-02,Virginia,Pittsylvania County,-18.0,-3.0,,,-29.0,13.0,-16.666666666666668
2020-04-02,Virginia,Poquoson,-39.0,-6.0,,,-47.0,,-30.666666666666668
2020-04-02,Virginia,Portsmouth,-19.0,-6.0,,-8.0,-40.0,16.0,-18.25
2020-04-02,Virginia,Powhatan County,-22.0,-29.0,,,-43.0,,-31.333333333333332
2020-04-02,Virginia,Prince Edward County,-34.0,-13.0,,,-38.0,,-28.333333333333332
2020-04-02,Virginia,Prince George County,-28.0,-15.0,,-24.0,-38.0,17.0,-26.25
2020-04-02,Virginia,Prince William County,-38.0,-17.0,-22.0,-57.0,-55.0,26.0,-37.8
2020-04-02,Virginia,Pulaski County,-20.0,-2.0,,,-35.0,15.0,-19.0
2020-04-02,Virginia,Radford,-45.0,-8.0,,,-44.0,,-32.333333333333336
2020-04-02,Virginia,Rappahannock County,,,,,-37.0,,-37.0
2020-04-02,Virginia,Richmond,-44.0,-11.0,30.0,-30.0,-49.0,19.0,-20.8
2020-04-02,Virginia,Richmond County,-31.0,-10.0,,,-26.0,,-22.333333333333332
2020-04-02,Virginia,Roanoke,-41.0,-4.0,-17.0,-30.0,-37.0,14.0,-25.8
2020-04-02,Virginia,Roanoke County,-32.0,-8.0,,,-42.0,18.0,-27.333333333333332
2020-04-02,Virginia,Rockbridge County,-33.0,,,-16.0,-33.0,,-27.333333333333332
2020-04-02,Virginia,Rockingham County,-28.0,-14.0,,-14.0,-34.0,15.0,-22.5
2020-04-02,Virginia,Russell County,-27.0,-31.0,,,-32.0,,-30.0
2020-04-02,Virginia,Salem,-36.0,-8.0,,,-39.0,,-27.666666666666668
2020-04-02,Virginia,Scott County,-33.0,-8.0,,,-35.0,,-25.333333333333332
2020-04-02,Virginia,Shenandoah County,-32.0,-8.0,,-18.0,-38.0,15.0,-24.0
2020-04-02,Virginia,Smyth County,-28.0,-5.0,,,-29.0,,-20.666666666666668
2020-04-02,Virginia,Southampton County,-33.0,20.0,,,-29.0,,-14.0
2020-04-02,Virginia,Spotsylvania County,-36.0,-13.0,,,-49.0,22.0,-32.666666666666664
2020-04-02,Virginia,Stafford County,-32.0,-26.0,,,-58.0,26.0,-38.666666666666664
2020-04-02,Virginia,Staunton,-34.0,-9.0,,,-38.0,,-27.0
2020-04-02,Virginia,Suffolk,-32.0,-5.0,,-3.0,-42.0,19.0,-20.5
2020-04-02,Virginia,Surry County,,,,,-35.0,,-35.0
2020-04-02,Virginia,Sussex County,-35.0,20.0,,-38.0,-25.0,,-19.5
2020-04-02,Virginia,Tazewell County,-25.0,-2.0,,,-28.0,,-18.333333333333332
2020-04-02,Virginia,Virginia Beach,-36.0,-12.0,11.0,-34.0,-48.0,21.0,-23.8
2020-04-02,Virginia,Warren County,-27.0,-20.0,,,-42.0,18.0,-29.666666666666668
2020-04-02,Virginia,Washington County,-46.0,0.0,,-29.0,-36.0,12.0,-27.75
2020-04-02,Virginia,Waynesboro,-34.0,-29.0,,,-35.0,,-32.666666666666664
2020-04-02,Virginia,Westmoreland County,-28.0,15.0,,,-36.0,,-16.333333333333332
2020-04-02,Virginia,Williamsburg,-60.0,-27.0,,,-58.0,,-48.333333333333336
2020-04-02,Virginia,Winchester,-47.0,-17.0,,,-41.0,,-35.0
2020-04-02,Virginia,Wise County,-21.0,-7.0,,,-40.0,,-22.666666666666668
2020-04-02,Virginia,Wythe County,-41.0,-14.0,,-1.0,-34.0,,-22.5
2020-04-02,Virginia,York County,-32.0,-13.0,-28.0,,-54.0,24.0,-31.75
2020-04-03,Virginia,Accomack County,-30.0,-21.0,,,-28.0,,-26.333333333333332
2020-04-03,Virginia,Albemarle County,-45.0,-22.0,,-55.0,-56.0,24.0,-44.5
2020-04-03,Virginia,Alexandria,-52.0,-13.0,22.0,-66.0,-63.0,31.0,-34.4
2020-04-03,Virginia,Alleghany County,-22.0,,,-23.0,-28.0,,-24.333333333333332
2020-04-03,Virginia,Amelia County,-35.0,-11.0,,,-36.0,,-27.333333333333332
2020-04-03,Virginia,Amherst County,-11.0,-1.0,,,-30.0,,-14.0
2020-04-03,Virginia,Appomattox County,-20.0,17.0,,,-28.0,,-10.333333333333334
2020-04-03,Virginia,Arlington County,-65.0,-22.0,-22.0,-83.0,-74.0,35.0,-53.2
2020-04-03,Virginia,Augusta County,-40.0,-4.0,,31.0,-33.0,16.0,-11.5
2020-04-03,Virginia,Bedford County,-26.0,-3.0,,,-37.0,17.0,-22.0
2020-04-03,Virginia,Bland County,,,,-30.0,,,-30.0
2020-04-03,Virginia,Botetourt County,-57.0,-9.0,,-38.0,-39.0,,-35.75
2020-04-03,Virginia,Bristol,-25.0,-9.0,,,-38.0,,-24.0
2020-04-03,Virginia,Brunswick County,-23.0,,,-49.0,-29.0,,-33.666666666666664
2020-04-03,Virginia,Buchanan County,-23.0,0.0,,,-30.0,,-17.666666666666668
2020-04-03,Virginia,Buckingham County,-21.0,-7.0,,,-36.0,,-21.333333333333332
2020-04-03,Virginia,Buena Vista,-40.0,,,,-36.0,,-38.0
2020-04-03,Virginia,Campbell County,-24.0,-7.0,,,-35.0,15.0,-22.0
2020-04-03,Virginia,Caroline County,-48.0,-2.0,,-35.0,-42.0,,-31.75
2020-04-03,Virginia,Carroll County,-21.0,4.0,,-25.0,-31.0,,-18.25
2020-04-03,Virginia,Charles City County,,,,,-31.0,,-31.0
2020-04-03,Virginia,Charlotte County,-7.0,33.0,,,-28.0,,-0.6666666666666666
2020-04-03,Virginia,Charlottesville,-60.0,-27.0,-17.0,-51.0,-63.0,,-43.6
2020-04-03,Virginia,Chesapeake,-32.0,-14.0,29.0,-21.0,-45.0,21.0,-16.6
2020-04-03,Virginia,Chesterfield County,-36.0,-16.0,28.0,-27.0,-48.0,21.0,-19.8
2020-04-03,Virginia,Clarke County,-57.0,-21.0,,,-45.0,,-41.0
2020-04-03,Virginia,Colonial Heights,-39.0,-9.0,,,-35.0,,-27.666666666666668
2020-04-03,Virginia,Covington,-26.0,,,,-30.0,,-28.0
2020-04-03,Virginia,Culpeper County,-28.0,1.0,,,-40.0,18.0,-22.333333333333332
2020-04-03,Virginia,Cumberland County,,,,,-35.0,,-35.0
2020-04-03,Virginia,Danville,-31.0,3.0,,-28.0,-36.0,11.0,-23.0
2020-04-03,Virginia,Dickenson County,-23.0,-8.0,,,-31.0,,-20.666666666666668
2020-04-03,Virginia,Dinwiddie County,27.0,-18.0,,-46.0,-32.0,,-17.25
2020-04-03,Virginia,Emporia,-40.0,17.0,,-25.0,-16.0,,-16.0
2020-04-03,Virginia,Essex County,-21.0,-1.0,,,-31.0,,-17.666666666666668
2020-04-03,Virginia,Fairfax,-59.0,-35.0,,,-66.0,,-53.333333333333336
2020-04-03,Virginia,Fairfax County,-47.0,-21.0,-18.0,-62.0,-65.0,31.0,-42.6
2020-04-03,Virginia,Falls Church,-64.0,-25.0,,,-74.0,,-54.333333333333336
2020-04-03,Virginia,Fauquier County,-31.0,-36.0,,,-49.0,23.0,-38.666666666666664
2020-04-03,Virginia,Floyd County,-37.0,5.0,,,-34.0,,-22.0
2020-04-03,Virginia,Fluvanna County,-38.0,-10.0,,,-42.0,,-30.0
2020-04-03,Virginia,Franklin,-24.0,13.0,,-30.0,-31.0,,-18.0
2020-04-03,Virginia,Franklin County,-23.0,-2.0,,,-33.0,16.0,-19.333333333333332
2020-04-03,Virginia,Frederick County,-34.0,-24.0,4.0,-32.0,-40.0,19.0,-25.2
2020-04-03,Virginia,Fredericksburg,-46.0,-17.0,,-64.0,-51.0,,-44.5
2020-04-03,Virginia,Galax,-25.0,0.0,,,-34.0,,-19.666666666666668
2020-04-03,Virginia,Giles County,-18.0,6.0,,,-32.0,,-14.666666666666666
2020-04-03,Virginia,Gloucester County,-31.0,17.0,,,-33.0,16.0,-15.666666666666666
2020-04-03,Virginia,Goochland County,-46.0,-16.0,,,-47.0,,-36.333333333333336
2020-04-03,Virginia,Grayson County,,,,,-26.0,,-26.0
2020-04-03,Virginia,Greene County,-19.0,-6.0,,,-45.0,,-23.333333333333332
2020-04-03,Virginia,Greensville County,,,,-35.0,-28.0,,-31.5
2020-04-03,Virginia,Halifax County,-21.0,-2.0,,,-28.0,,-17.0
2020-04-03,Virginia,Hampton,-33.0,-1.0,19.0,-8.0,-42.0,19.0,-13.0
2020-04-03,Virginia,Hanover County,-33.0,-17.0,,-15.0,-49.0,22.0,-28.5
2020-04-03,Virginia,Harrisonburg,-46.0,-15.0,,-25.0,-40.0,19.0,-31.5
2020-04-03,Virginia,Henrico County,-40.0,-15.0,36.0,-70.0,-51.0,22.0,-28.0
2020-04-03,Virginia,Henry County,-17.0,-4.0,,,-27.0,13.0,-16.0
2020-04-03,Virginia,Hopewell,-34.0,1.0,,,-37.0,,-23.333333333333332
2020-04-03,Virginia,Isle of Wight County,-37.0,7.0,,,-37.0,,-22.333333333333332
2020-04-03,Virginia,James City County,-51.0,0.0,,,-53.0,21.0,-34.666666666666664
2020-04-03,Virginia,King George County,-39.0,-38.0,,,-47.0,,-41.333333333333336
2020-04-03,Virginia,King William County,-24.0,4.0,,,-40.0,,-20.0
2020-04-03,Virginia,King and Queen County,,,,,-34.0,,-34.0
2020-04-03,Virginia,Lancaster County,-28.0,7.0,,,-22.0,,-14.333333333333334
2020-04-03,Virginia,Lee County,-10.0,-1.0,,,-37.0,,-16.0
2020-04-03,Virginia,Lexington,-49.0,-22.0,,,,,-35.5
2020-04-03,Virginia,Loudoun County,-47.0,-18.0,-21.0,-79.0,-64.0,29.0,-45.8
2020-04-03,Virginia,Louisa County,-21.0,-13.0,,,-41.0,,-25.0
2020-04-03,Virginia,Lunenburg County,,12.0,,,-30.0,,-9.0
2020-04-03,Virginia,Lynchburg,-41.0,-8.0,,-9.0,-42.0,17.0,-25.0
2020-04-03,Virginia,Madison County,-33.0,-24.0,,,-38.0,,-31.666666666666668
2020-04-03,Virginia,Manassas,-36.0,-10.0,,-51.0,-45.0,23.0,-35.5
2020-04-03,Virginia,Manassas Park,-49.0,-34.0,,,-47.0,,-43.333333333333336
2020-04-03,Virginia,Martinsville,-26.0,12.0,,,-28.0,,-14.0
2020-04-03,Virginia,Mathews County,-62.0,2.0,,,-31.0,,-30.333333333333332
2020-04-03,Virginia,Mecklenburg County,-25.0,8.0,-21.0,-37.0,-35.0,,-22.0
2020-04-03,Virginia,Middlesex County,-42.0,8.0,,,-35.0,,-23.0
2020-04-03,Virginia,Montgomery County,-48.0,-3.0,,-29.0,-50.0,23.0,-32.5
2020-04-03,Virginia,Nelson County,-67.0,-9.0,,,-43.0,,-39.666666666666664
2020-04-03,Virginia,New Kent County,-30.0,-7.0,,-32.0,-42.0,,-27.75
2020-04-03,Virginia,Newport News,-37.0,-3.0,16.0,-35.0,-41.0,18.0,-20.0
2020-04-03,Virginia,Norfolk,-39.0,-6.0,-4.0,-57.0,-43.0,19.0,-29.8
2020-04-03,Virginia,Northampton County,-28.0,-26.0,-54.0,,-27.0,,-33.75
2020-04-03,Virginia,Northumberland County,-20.0,-3.0,,,-26.0,,-16.333333333333332
2020-04-03,Virginia,Norton,-27.0,,,,,,-27.0
2020-04-03,Virginia,Nottoway County,-25.0,45.0,,,-27.0,,-2.3333333333333335
2020-04-03,Virginia,Orange County,-26.0,-8.0,,,-42.0,,-25.333333333333332
2020-04-03,Virginia,Page County,-21.0,4.0,,,-32.0,,-16.333333333333332
2020-04-03,Virginia,Patrick County,-17.0,8.0,,,-33.0,,-14.0
2020-04-03,Virginia,Petersburg,-22.0,3.0,,-12.0,-37.0,15.0,-17.0
2020-04-03,Virginia,Pittsylvania County,-15.0,-6.0,,,-31.0,13.0,-17.333333333333332
2020-04-03,Virginia,Poquoson,-42.0,-7.0,,,-51.0,,-33.333333333333336
2020-04-03,Virginia,Portsmouth,-19.0,-7.0,27.0,-5.0,-40.0,17.0,-8.8
2020-04-03,Virginia,Powhatan County,-24.0,-35.0,,,-44.0,,-34.333333333333336
2020-04-03,Virginia,Prince Edward County,-34.0,-8.0,,,-34.0,,-25.333333333333332
2020-04-03,Virginia,Prince George County,-26.0,-9.0,,-32.0,-40.0,18.0,-26.75
2020-04-03,Virginia,Prince William County,-39.0,-17.0,-7.0,-52.0,-54.0,27.0,-33.8
2020-04-03,Virginia,Pulaski County,-20.0,6.0,,,-37.0,,-17.0
2020-04-03,Virginia,Radford,-54.0,-11.0,,,-48.0,,-37.666666666666664
2020-04-03,Virginia,Rappahannock County,,,,,-30.0,,-30.0
2020-04-03,Virginia,Richmond,-46.0,-3.0,56.0,-31.0,-47.0,19.0,-14.2
2020-04-03,Virginia,Richmond County,-25.0,-7.0,,,-24.0,,-18.666666666666668
2020-04-03,Virginia,Roanoke,-41.0,-5.0,17.0,-37.0,-37.0,15.0,-20.6
2020-04-03,Virginia,Roanoke County,-28.0,-5.0,,,-43.0,19.0,-25.333333333333332
2020-04-03,Virginia,Rockbridge County,-33.0,,,-16.0,-37.0,,-28.666666666666668
2020-04-03,Virginia,Rockingham County,-32.0,-12.0,,-29.0,-36.0,17.0,-27.25
2020-04-03,Virginia,Russell County,-15.0,-31.0,,,-31.0,,-25.666666666666668
2020-04-03,Virginia,Salem,-33.0,0.0,,,-39.0,,-24.0
2020-04-03,Virginia,Scott County,-23.0,-7.0,,,-33.0,,-21.0
2020-04-03,Virginia,Shenandoah County,-35.0,-5.0,,-18.0,-38.0,17.0,-24.0
2020-04-03,Virginia,Smyth County,-22.0,-2.0,,-9.0,-25.0,,-14.5
2020-04-03,Virginia,Southampton County,-33.0,13.0,,,-28.0,,-16.0
2020-04-03,Virginia,Spotsylvania County,-40.0,-12.0,,,-48.0,22.0,-33.333333333333336
2020-04-03,Virginia,Stafford County,-31.0,-29.0,29.0,,-57.0,26.0,-22.0
2020-04-03,Virginia,Staunton,-32.0,-8.0,,,-36.0,,-25.333333333333332
2020-04-03,Virginia,Suffolk,-35.0,-3.0,,-14.0,-42.0,20.0,-23.5
2020-04-03,Virginia,Surry County,,,,,-34.0,,-34.0
2020-04-03,Virginia,Sussex County,-33.0,16.0,,-48.0,-29.0,,-23.5
2020-04-03,Virginia,Tazewell County,-19.0,1.0,,,-26.0,,-14.666666666666666
2020-04-03,Virginia,Virginia Beach,-38.0,-13.0,7.0,-35.0,-47.0,22.0,-25.2
2020-04-03,Virginia,Warren County,-26.0,-20.0,,,-41.0,19.0,-29.0
2020-04-03,Virginia,Washington County,-42.0,0.0,,-23.0,-35.0,13.0,-25.0
2020-04-03,Virginia,Waynesboro,-34.0,-17.0,,,-35.0,,-28.666666666666668
2020-04-03,Virginia,Westmoreland County,-49.0,4.0,,,-36.0,,-27.0
2020-04-03,Virginia,Williamsburg,-66.0,-33.0,,,-55.0,,-51.333333333333336
2020-04-03,Virginia,Winchester,-49.0,-17.0,,,-42.0,,-36.0
2020-04-03,Virginia,Wise County,-19.0,0.0,,,-38.0,,-19.0
2020-04-03,Virginia,Wythe County,-42.0,-6.0,,-4.0,-32.0,,-21.0
2020-04-03,Virginia,York County,-33.0,-13.0,-23.0,,-54.0,24.0,-30.75
2020-04-04,Virginia,Accomack County,-34.0,-19.0,,,4.0,,-16.333333333333332
2020-04-04,Virginia,Albemarle County,-52.0,-20.0,,-50.0,-38.0,,-40.0
2020-04-04,Virginia,Alexandria,-60.0,-18.0,-13.0,-58.0,-44.0,19.0,-38.6
2020-04-04,Virginia,Alleghany County,-24.0,,,-28.0,-17.0,,-23.0
2020-04-04,Virginia,Amelia County,-40.0,-19.0,,,,,-29.5
2020-04-04,Virginia,Amherst County,-10.0,2.0,,,-22.0,,-10.0
2020-04-04,Virginia,Appomattox County,-14.0,12.0,,,-20.0,,-7.333333333333333
2020-04-04,Virginia,Arlington County,-68.0,-25.0,-18.0,-81.0,-53.0,20.0,-49.0
2020-04-04,Virginia,Augusta County,-45.0,-12.0,,29.0,-23.0,,-12.75
2020-04-04,Virginia,Bath County,,,-69.0,,,,-69.0
2020-04-04,Virginia,Bedford County,-33.0,-5.0,,,-25.0,,-21.0
2020-04-04,Virginia,Bland County,,,,-32.0,,,-32.0
2020-04-04,Virginia,Botetourt County,-62.0,-6.0,,-33.0,-29.0,,-32.5
2020-04-04,Virginia,Bristol,-37.0,1.0,,,-23.0,,-19.666666666666668
2020-04-04,Virginia,Brunswick County,-12.0,,,-58.0,-13.0,,-27.666666666666668
2020-04-04,Virginia,Buchanan County,-22.0,,,,,,-22.0
2020-04-04,Virginia,Buckingham County,-16.0,-3.0,,,-20.0,,-13.0
2020-04-04,Virginia,Campbell County,-30.0,-5.0,,,-27.0,,-20.666666666666668
2020-04-04,Virginia,Caroline County,-50.0,-7.0,-72.0,-40.0,-28.0,,-39.4
2020-04-04,Virginia,Carroll County,-4.0,18.0,,-19.0,-22.0,,-6.75
2020-04-04,Virginia,Charlotte County,,25.0,,,,,25.0
2020-04-04,Virginia,Charlottesville,-69.0,-29.0,-32.0,-51.0,-48.0,,-45.8
2020-04-04,Virginia,Chesapeake,-41.0,-21.0,-10.0,-30.0,-31.0,13.0,-26.6
2020-04-04,Virginia,Chesterfield County,-42.0,-20.0,16.0,-20.0,-31.0,13.0,-19.4
2020-04-04,Virginia,Clarke County,-74.0,-25.0,,,,,-49.5
2020-04-04,Virginia,Colonial Heights,-47.0,-19.0,,,-25.0,,-30.333333333333332
2020-04-04,Virginia,Covington,-30.0,,,,,,-30.0
2020-04-04,Virginia,Culpeper County,-32.0,-4.0,,,-22.0,,-19.333333333333332
2020-04-04,Virginia,Danville,-42.0,0.0,,,-29.0,,-23.666666666666668
2020-04-04,Virginia,Dickenson County,,8.0,,,,,8.0
2020-04-04,Virginia,Dinwiddie County,21.0,-17.0,,,-14.0,,-3.3333333333333335
2020-04-04,Virginia,Emporia,-37.0,11.0,,-36.0,,,-20.666666666666668
2020-04-04,Virginia,Essex County,-28.0,0.0,,,-21.0,,-16.333333333333332
2020-04-04,Virginia,Fairfax,-66.0,-39.0,,,-53.0,,-52.666666666666664
2020-04-04,Virginia,Fairfax County,-54.0,-23.0,-3.0,-54.0,-46.0,19.0,-36.0
2020-04-04,Virginia,Falls Church,-72.0,-40.0,,,,,-56.0
2020-04-04,Virginia,Fauquier County,-35.0,-34.0,,,-30.0,,-33.0
2020-04-04,Virginia,Floyd County,-37.0,5.0,,,,,-16.0
2020-04-04,Virginia,Fluvanna County,-79.0,2.0,,,-31.0,,-36.0
2020-04-04,Virginia,Franklin,-23.0,5.0,,-36.0,,,-18.0
2020-04-04,Virginia,Franklin County,-29.0,-7.0,,,-22.0,,-19.333333333333332
2020-04-04,Virginia,Frederick County,-41.0,-23.0,,-46.0,-25.0,12.0,-33.75
2020-04-04,Virginia,Fredericksburg,-55.0,-26.0,,,-36.0,,-39.0
2020-04-04,Virginia,Galax,-34.0,27.0,,,,,-3.5
2020-04-04,Virginia,Giles County,-21.0,9.0,,,-17.0,,-9.666666666666666
2020-04-04,Virginia,Gloucester County,-35.0,2.0,,,-25.0,,-19.333333333333332
2020-04-04,Virginia,Goochland County,-50.0,-16.0,,,-18.0,,-28.0
2020-04-04,Virginia,Greene County,-20.0,-8.0,,,-27.0,,-18.333333333333332
2020-04-04,Virginia,Greensville County,,,,-37.0,,,-37.0
2020-04-04,Virginia,Halifax County,-22.0,-3.0,,,-21.0,,-15.333333333333334
2020-04-04,Virginia,Hampton,-44.0,-1.0,-4.0,-14.0,-33.0,13.0,-19.2
2020-04-04,Virginia,Hanover County,-41.0,-20.0,,-23.0,-28.0,13.0,-28.0
2020-04-04,Virginia,Harrisonburg,-54.0,-22.0,,-33.0,-36.0,,-36.25
2020-04-04,Virginia,Henrico County,-47.0,-20.0,33.0,-66.0,-35.0,14.0,-27.0
2020-04-04,Virginia,Henry County,-22.0,-5.0,,,-16.0,,-14.333333333333334
2020-04-04,Virginia,Hopewell,-33.0,-6.0,,,-29.0,,-22.666666666666668
2020-04-04,Virginia,Isle of Wight County,-36.0,0.0,,,-24.0,,-20.0
2020-04-04,Virginia,James City County,-62.0,-5.0,,,-40.0,,-35.666666666666664
2020-04-04,Virginia,King George County,-34.0,-39.0,,,-27.0,,-33.333333333333336
2020-04-04,Virginia,King William County,-23.0,-7.0,,,-20.0,,-16.666666666666668
2020-04-04,Virginia,Lancaster County,-24.0,1.0,,,,,-11.5
2020-04-04,Virginia,Lee County,-8.0,32.0,,,-12.0,,4.0
2020-04-04,Virginia,Lexington,-55.0,-16.0,,,,,-35.5
2020-04-04,Virginia,Loudoun County,-53.0,-21.0,-22.0,-82.0,-45.0,18.0,-44.6
2020-04-04,Virginia,Louisa County,-18.0,-15.0,,,-24.0,,-19.0
2020-04-04,Virginia,Lunenburg County,,10.0,,,,,10.0
2020-04-04,Virginia,Lynchburg,-51.0,-13.0,,-2.0,-36.0,,-25.5
2020-04-04,Virginia,Madison County,-48.0,-21.0,,,,,-34.5
2020-04-04,Virginia,Manassas,-40.0,-10.0,,,-35.0,,-28.333333333333332
2020-04-04,Virginia,Manassas Park,-60.0,-25.0,,,-34.0,,-39.666666666666664
2020-04-04,Virginia,Martinsville,-39.0,-5.0,,,-13.0,,-19.0
2020-04-04,Virginia,Mathews County,,2.0,,,,,2.0
2020-04-04,Virginia,Mecklenburg County,-29.0,12.0,2.0,-40.0,-18.0,,-14.6
2020-04-04,Virginia,Middlesex County,-43.0,4.0,,,,,-19.5
2020-04-04,Virginia,Montgomery County,-54.0,-9.0,,-20.0,-37.0,,-30.0
2020-04-04,Virginia,Nelson County,-67.0,4.0,,,-33.0,,-32.0
2020-04-04,Virginia,New Kent County,-44.0,-12.0,,-43.0,-31.0,,-32.5
2020-04-04,Virginia,Newport News,-46.0,-14.0,6.0,-37.0,-32.0,12.0,-24.6
2020-04-04,Virginia,Norfolk,-48.0,-9.0,-21.0,-55.0,-34.0,12.0,-33.4
2020-04-04,Virginia,Northampton County,-32.0,-25.0,,,,,-28.5
2020-04-04,Virginia,Northumberland County,-13.0,1.0,,,,,-6.0
2020-04-04,Virginia,Norton,-41.0,,,,,,-41.0
2020-04-04,Virginia,Nottoway County,-24.0,49.0,,,-7.0,,6.0
2020-04-04,Virginia,Orange County,-29.0,-8.0,,,-31.0,,-22.666666666666668
2020-04-04,Virginia,Page County,-28.0,1.0,-17.0,,-20.0,,-16.0
2020-04-04,Virginia,Patrick County,-21.0,30.0,,,-29.0,,-6.666666666666667
2020-04-04,Virginia,Petersburg,-28.0,-5.0,,-16.0,-23.0,,-18.0
2020-04-04,Virginia,Pittsylvania County,-6.0,1.0,,,-21.0,,-8.666666666666666
2020-04-04,Virginia,Poquoson,-11.0,-8.0,,,,,-9.5
2020-04-04,Virginia,Portsmouth,-27.0,-9.0,4.0,-13.0,-29.0,12.0,-14.8
2020-04-04,Virginia,Powhatan County,-24.0,-33.0,,,-27.0,,-28.0
2020-04-04,Virginia,Prince Edward County,-37.0,-14.0,,,-31.0,,-27.333333333333332
2020-04-04,Virginia,Prince George County,-26.0,-16.0,,-34.0,-21.0,,-24.25
2020-04-04,Virginia,Prince William County,-48.0,-22.0,-11.0,-44.0,-39.0,17.0,-32.8
2020-04-04,Virginia,Pulaski County,-19.0,20.0,,,-27.0,,-8.666666666666666
2020-04-04,Virginia,Radford,-67.0,12.0,,,-36.0,,-30.333333333333332
2020-04-04,Virginia,Richmond,-57.0,-7.0,13.0,-30.0,-35.0,13.0,-23.2
2020-04-04,Virginia,Richmond County,-25.0,-13.0,,,,,-19.0
2020-04-04,Virginia,Roanoke,-49.0,-10.0,-2.0,-29.0,-30.0,10.0,-24.0
2020-04-04,Virginia,Roanoke County,-37.0,-15.0,,,-33.0,11.0,-28.333333333333332
