,state,county,date,variable,value
0,Virginia,Accomack County,2020-03-02,Non_Residential,7.333333333333333
1,Virginia,Accomack County,2020-03-03,Non_Residential,9.333333333333334
2,Virginia,Accomack County,2020-03-04,Non_Residential,7.333333333333333
3,Virginia,Accomack County,2020-03-05,Non_Residential,5.666666666666667
4,Virginia,Accomack County,2020-03-06,Non_Residential,1.6666666666666667
5,Virginia,Accomack County,2020-03-07,Non_Residential,9.0
6,Virginia,Accomack County,2020-03-08,Non_Residential,7.666666666666667
7,Virginia,Accomack County,2020-03-09,Non_Residential,8.666666666666666
8,Virginia,Accomack County,2020-03-10,Non_Residential,6.333333333333333
9,Virginia,Accomack County,2020-03-11,Non_Residential,4.666666666666667
10,Virginia,Accomack County,2020-03-12,Non_Residential,7.666666666666667
11,Virginia,Accomack County,2020-03-13,Non_Residential,9.0
12,Virginia,Accomack County,2020-03-14,Non_Residential,21.333333333333332
13,Virginia,Accomack County,2020-03-15,Non_Residential,5.0
14,Virginia,Accomack County,2020-03-16,Non_Residential,6.666666666666667
15,Virginia,Accomack County,2020-03-17,Non_Residential,-4.0
16,Virginia,Accomack County,2020-03-18,Non_Residential,-7.666666666666667
17,Virginia,Accomack County,2020-03-19,Non_Residential,-8.666666666666666
18,Virginia,Accomack County,2020-03-20,Non_Residential,-10.333333333333334
19,Virginia,Accomack County,2020-03-21,Non_Residential,-3.6666666666666665
20,Virginia,Accomack County,2020-03-22,Non_Residential,-15.666666666666666
21,Virginia,Accomack County,2020-03-23,Non_Residential,-21.333333333333332
22,Virginia,Accomack County,2020-03-24,Non_Residential,-16.333333333333332
23,Virginia,Accomack County,2020-03-25,Non_Residential,-29.0
24,Virginia,Accomack County,2020-03-26,Non_Residential,-21.666666666666668
25,Virginia,Accomack County,2020-03-27,Non_Residential,-25.666666666666668
26,Virginia,Accomack County,2020-03-28,Non_Residential,-19.0
27,Virginia,Accomack County,2020-03-29,Non_Residential,-24.666666666666668
28,Virginia,Accomack County,2020-03-30,Non_Residential,-18.0
29,Virginia,Accomack County,2020-03-31,Non_Residential,-24.333333333333332
30,Virginia,Accomack County,2020-04-01,Non_Residential,-25.333333333333332
31,Virginia,Accomack County,2020-04-02,Non_Residential,-27.0
32,Virginia,Accomack County,2020-04-03,Non_Residential,-26.333333333333332
33,Virginia,Accomack County,2020-04-04,Non_Residential,-16.333333333333332
34,Virginia,Accomack County,2020-04-05,Non_Residential,-24.666666666666668
35,Virginia,Accomack County,2020-04-06,Non_Residential,-25.0
36,Virginia,Accomack County,2020-04-07,Non_Residential,-24.5
37,Virginia,Accomack County,2020-04-08,Non_Residential,-21.0
38,Virginia,Accomack County,2020-04-09,Non_Residential,-22.0
39,Virginia,Accomack County,2020-04-10,Non_Residential,-27.333333333333332
40,Virginia,Accomack County,2020-04-11,Non_Residential,-15.666666666666666
41,Virginia,Accomack County,2020-04-12,Non_Residential,-26.5
42,Virginia,Accomack County,2020-04-13,Non_Residential,-27.5
43,Virginia,Accomack County,2020-04-14,Non_Residential,-18.0
44,Virginia,Accomack County,2020-04-15,Non_Residential,-19.0
45,Virginia,Accomack County,2020-04-16,Non_Residential,-16.5
46,Virginia,Accomack County,2020-04-17,Non_Residential,-23.333333333333332
47,Virginia,Accomack County,2020-04-18,Non_Residential,-9.333333333333334
48,Virginia,Accomack County,2020-04-19,Non_Residential,-16.0
49,Virginia,Accomack County,2020-04-20,Non_Residential,-23.0
50,Virginia,Accomack County,2020-04-21,Non_Residential,-20.0
51,Virginia,Accomack County,2020-04-22,Non_Residential,-18.0
52,Virginia,Accomack County,2020-04-23,Non_Residential,-25.666666666666668
53,Virginia,Accomack County,2020-04-24,Non_Residential,-27.666666666666668
54,Virginia,Accomack County,2020-04-25,Non_Residential,-20.666666666666668
55,Virginia,Accomack County,2020-04-26,Non_Residential,-25.5
56,Virginia,Accomack County,2020-04-27,Non_Residential,-24.0
57,Virginia,Accomack County,2020-04-28,Non_Residential,-24.5
58,Virginia,Accomack County,2020-04-29,Non_Residential,-18.0
59,Virginia,Accomack County,2020-04-30,Non_Residential,-30.666666666666668
60,Virginia,Accomack County,2020-05-01,Non_Residential,-21.0
61,Virginia,Accomack County,2020-05-02,Non_Residential,-8.333333333333334
62,Virginia,Accomack County,2020-05-03,Non_Residential,-13.0
63,Virginia,Accomack County,2020-05-04,Non_Residential,-18.0
64,Virginia,Accomack County,2020-05-05,Non_Residential,-20.0
65,Virginia,Accomack County,2020-05-06,Non_Residential,-18.5
66,Virginia,Accomack County,2020-05-07,Non_Residential,-17.5
67,Virginia,Accomack County,2020-05-08,Non_Residential,-20.0
68,Virginia,Accomack County,2020-05-09,Non_Residential,-4.0
69,Virginia,Accomack County,2020-05-10,Non_Residential,-7.5
70,Virginia,Accomack County,2020-05-11,Non_Residential,-16.5
71,Virginia,Accomack County,2020-05-12,Non_Residential,-17.5
72,Virginia,Accomack County,2020-05-13,Non_Residential,-23.0
73,Virginia,Accomack County,2020-05-14,Non_Residential,-18.666666666666668
74,Virginia,Accomack County,2020-05-15,Non_Residential,-17.666666666666668
75,Virginia,Accomack County,2020-05-16,Non_Residential,-0.6666666666666666
76,Virginia,Accomack County,2020-05-17,Non_Residential,-8.333333333333334
77,Virginia,Accomack County,2020-05-18,Non_Residential,-22.333333333333332
78,Virginia,Accomack County,2020-05-19,Non_Residential,-16.666666666666668
79,Virginia,Accomack County,2020-05-20,Non_Residential,-17.0
80,Virginia,Accomack County,2020-05-21,Non_Residential,-12.666666666666666
81,Virginia,Accomack County,2020-05-22,Non_Residential,-13.666666666666666
82,Virginia,Accomack County,2020-05-23,Non_Residential,9.5
83,Virginia,Accomack County,2020-05-24,Non_Residential,4.333333333333333
84,Virginia,Accomack County,2020-05-25,Non_Residential,-23.666666666666668
85,Virginia,Accomack County,2020-05-26,Non_Residential,-9.666666666666666
86,Virginia,Accomack County,2020-05-27,Non_Residential,-13.0
87,Virginia,Accomack County,2020-05-28,Non_Residential,-10.333333333333334
88,Virginia,Accomack County,2020-05-29,Non_Residential,-10.333333333333334
89,Virginia,Accomack County,2020-05-30,Non_Residential,21.666666666666668
90,Virginia,Accomack County,2020-05-31,Non_Residential,11.666666666666666
91,Virginia,Accomack County,2020-06-01,Non_Residential,1.3333333333333333
92,Virginia,Accomack County,2020-06-02,Non_Residential,-5.0
93,Virginia,Accomack County,2020-06-03,Non_Residential,-3.6666666666666665
94,Virginia,Accomack County,2020-06-04,Non_Residential,-1.0
95,Virginia,Accomack County,2020-06-05,Non_Residential,-3.0
96,Virginia,Accomack County,2020-06-06,Non_Residential,24.666666666666668
97,Virginia,Accomack County,2020-06-07,Non_Residential,-4.0
98,Virginia,Accomack County,2020-06-08,Non_Residential,1.6666666666666667
99,Virginia,Accomack County,2020-06-09,Non_Residential,1.0
100,Virginia,Accomack County,2020-06-10,Non_Residential,0.6666666666666666
101,Virginia,Accomack County,2020-06-11,Non_Residential,-0.3333333333333333
102,Virginia,Accomack County,2020-06-12,Non_Residential,0.6666666666666666
103,Virginia,Accomack County,2020-06-13,Non_Residential,22.0
104,Virginia,Accomack County,2020-06-14,Non_Residential,-4.0
105,Virginia,Accomack County,2020-06-15,Non_Residential,5.333333333333333
106,Virginia,Accomack County,2020-06-16,Non_Residential,0.3333333333333333
107,Virginia,Accomack County,2020-06-17,Non_Residential,-4.0
108,Virginia,Accomack County,2020-06-18,Non_Residential,3.0
109,Virginia,Accomack County,2020-06-19,Non_Residential,5.666666666666667
110,Virginia,Accomack County,2020-06-20,Non_Residential,29.0
111,Virginia,Accomack County,2020-06-21,Non_Residential,2.0
112,Virginia,Accomack County,2020-06-22,Non_Residential,10.0
113,Virginia,Accomack County,2020-06-23,Non_Residential,11.333333333333334
114,Virginia,Accomack County,2020-06-24,Non_Residential,8.0
115,Virginia,Accomack County,2020-06-25,Non_Residential,13.333333333333334
116,Virginia,Accomack County,2020-06-26,Non_Residential,13.0
117,Virginia,Accomack County,2020-06-27,Non_Residential,40.5
118,Virginia,Accomack County,2020-06-28,Non_Residential,7.0
119,Virginia,Accomack County,2020-06-29,Non_Residential,13.333333333333334
120,Virginia,Accomack County,2020-06-30,Non_Residential,14.0
121,Virginia,Accomack County,2020-07-01,Non_Residential,15.666666666666666
122,Virginia,Accomack County,2020-07-02,Non_Residential,10.5
123,Virginia,Accomack County,2020-07-03,Non_Residential,24.666666666666668
124,Virginia,Accomack County,2020-07-04,Non_Residential,26.5
125,Virginia,Accomack County,2020-07-05,Non_Residential,-2.0
126,Virginia,Accomack County,2020-07-06,Non_Residential,-24.0
127,Virginia,Accomack County,2020-07-07,Non_Residential,16.333333333333332
128,Virginia,Accomack County,2020-07-08,Non_Residential,11.666666666666666
129,Virginia,Accomack County,2020-07-09,Non_Residential,17.0
130,Virginia,Accomack County,2020-07-10,Non_Residential,8.666666666666666
131,Virginia,Accomack County,2020-07-11,Non_Residential,32.5
132,Virginia,Accomack County,2020-07-12,Non_Residential,9.0
133,Virginia,Accomack County,2020-07-13,Non_Residential,-20.0
134,Virginia,Accomack County,2020-07-14,Non_Residential,18.0
135,Virginia,Accomack County,2020-07-15,Non_Residential,18.333333333333332
136,Virginia,Accomack County,2020-07-16,Non_Residential,19.666666666666668
137,Virginia,Accomack County,2020-07-17,Non_Residential,16.333333333333332
138,Virginia,Accomack County,2020-07-18,Non_Residential,33.5
139,Virginia,Accomack County,2020-07-19,Non_Residential,5.0
140,Virginia,Accomack County,2020-07-20,Non_Residential,5.0
141,Virginia,Accomack County,2020-07-21,Non_Residential,14.666666666666666
142,Virginia,Accomack County,2020-07-22,Non_Residential,12.0
143,Virginia,Accomack County,2020-07-23,Non_Residential,13.333333333333334
144,Virginia,Accomack County,2020-07-24,Non_Residential,12.0
145,Virginia,Accomack County,2020-07-25,Non_Residential,35.5
146,Virginia,Accomack County,2020-07-26,Non_Residential,2.0
147,Virginia,Accomack County,2020-07-27,Non_Residential,8.0
148,Virginia,Accomack County,2020-07-28,Non_Residential,15.333333333333334
149,Virginia,Accomack County,2020-07-29,Non_Residential,14.333333333333334
150,Virginia,Accomack County,2020-07-30,Non_Residential,13.333333333333334
151,Virginia,Accomack County,2020-07-31,Non_Residential,14.666666666666666
152,Virginia,Accomack County,2020-08-01,Non_Residential,43.0
153,Virginia,Accomack County,2020-08-02,Non_Residential,11.0
154,Virginia,Accomack County,2020-08-03,Non_Residential,-21.0
155,Virginia,Accomack County,2020-08-04,Non_Residential,-8.0
156,Virginia,Accomack County,2020-08-05,Non_Residential,11.0
157,Virginia,Accomack County,2020-08-06,Non_Residential,8.666666666666666
158,Virginia,Accomack County,2020-08-07,Non_Residential,13.0
159,Virginia,Accomack County,2020-08-08,Non_Residential,45.5
160,Virginia,Accomack County,2020-08-09,Non_Residential,12.0
161,Virginia,Accomack County,2020-08-10,Non_Residential,11.5
162,Virginia,Accomack County,2020-08-11,Non_Residential,13.333333333333334
163,Virginia,Accomack County,2020-08-12,Non_Residential,14.333333333333334
164,Virginia,Accomack County,2020-08-13,Non_Residential,14.333333333333334
165,Virginia,Accomack County,2020-08-14,Non_Residential,15.666666666666666
166,Virginia,Accomack County,2020-08-15,Non_Residential,32.0
167,Virginia,Accomack County,2020-08-16,Non_Residential,2.0
168,Virginia,Accomack County,2020-08-17,Non_Residential,
169,Virginia,Accomack County,2020-08-18,Non_Residential,
170,Virginia,Accomack County,2020-08-19,Non_Residential,
171,Virginia,Accomack County,2020-08-20,Non_Residential,
172,Virginia,Accomack County,2020-08-21,Non_Residential,
173,Virginia,Accomack County,2020-08-24,Non_Residential,
174,Virginia,Accomack County,2020-08-25,Non_Residential,
175,Virginia,Accomack County,2020-08-26,Non_Residential,
176,Virginia,Accomack County,2020-08-27,Non_Residential,
177,Virginia,Accomack County,2020-08-28,Non_Residential,
178,Virginia,Accomack County,2020-08-31,Non_Residential,
179,Virginia,Accomack County,2020-09-01,Non_Residential,
180,Virginia,Albemarle County,2020-03-02,Non_Residential,0.5
181,Virginia,Albemarle County,2020-03-03,Non_Residential,9.25
182,Virginia,Albemarle County,2020-03-04,Non_Residential,7.25
183,Virginia,Albemarle County,2020-03-05,Non_Residential,4.25
184,Virginia,Albemarle County,2020-03-06,Non_Residential,2.25
185,Virginia,Albemarle County,2020-03-07,Non_Residential,3.75
186,Virginia,Albemarle County,2020-03-08,Non_Residential,10.0
187,Virginia,Albemarle County,2020-03-09,Non_Residential,0.0
188,Virginia,Albemarle County,2020-03-10,Non_Residential,3.5
189,Virginia,Albemarle County,2020-03-11,Non_Residential,2.0
190,Virginia,Albemarle County,2020-03-12,Non_Residential,8.25
191,Virginia,Albemarle County,2020-03-13,Non_Residential,4.25
192,Virginia,Albemarle County,2020-03-14,Non_Residential,0.25
193,Virginia,Albemarle County,2020-03-15,Non_Residential,-16.2
194,Virginia,Albemarle County,2020-03-16,Non_Residential,-13.2
195,Virginia,Albemarle County,2020-03-17,Non_Residential,-16.75
196,Virginia,Albemarle County,2020-03-18,Non_Residential,-27.5
197,Virginia,Albemarle County,2020-03-19,Non_Residential,-28.5
198,Virginia,Albemarle County,2020-03-20,Non_Residential,-31.0
199,Virginia,Albemarle County,2020-03-21,Non_Residential,-18.2
200,Virginia,Albemarle County,2020-03-22,Non_Residential,-34.8
201,Virginia,Albemarle County,2020-03-23,Non_Residential,-40.2
202,Virginia,Albemarle County,2020-03-24,Non_Residential,-36.0
203,Virginia,Albemarle County,2020-03-25,Non_Residential,-38.0
204,Virginia,Albemarle County,2020-03-26,Non_Residential,-39.0
205,Virginia,Albemarle County,2020-03-27,Non_Residential,-41.5
206,Virginia,Albemarle County,2020-03-28,Non_Residential,-38.0
207,Virginia,Albemarle County,2020-03-29,Non_Residential,-29.2
208,Virginia,Albemarle County,2020-03-30,Non_Residential,-41.0
209,Virginia,Albemarle County,2020-03-31,Non_Residential,-42.5
210,Virginia,Albemarle County,2020-04-01,Non_Residential,-43.0
211,Virginia,Albemarle County,2020-04-02,Non_Residential,-42.25
212,Virginia,Albemarle County,2020-04-03,Non_Residential,-44.5
213,Virginia,Albemarle County,2020-04-04,Non_Residential,-40.0
214,Virginia,Albemarle County,2020-04-05,Non_Residential,-34.8
215,Virginia,Albemarle County,2020-04-06,Non_Residential,-45.75
216,Virginia,Albemarle County,2020-04-07,Non_Residential,-42.25
217,Virginia,Albemarle County,2020-04-08,Non_Residential,-44.0
218,Virginia,Albemarle County,2020-04-09,Non_Residential,-44.0
219,Virginia,Albemarle County,2020-04-10,Non_Residential,-37.0
220,Virginia,Albemarle County,2020-04-11,Non_Residential,-41.5
221,Virginia,Albemarle County,2020-04-12,Non_Residential,-52.0
222,Virginia,Albemarle County,2020-04-13,Non_Residential,-46.0
223,Virginia,Albemarle County,2020-04-14,Non_Residential,-43.5
224,Virginia,Albemarle County,2020-04-15,Non_Residential,-36.4
225,Virginia,Albemarle County,2020-04-16,Non_Residential,-42.5
226,Virginia,Albemarle County,2020-04-17,Non_Residential,-35.4
227,Virginia,Albemarle County,2020-04-18,Non_Residential,-29.8
228,Virginia,Albemarle County,2020-04-19,Non_Residential,-38.0
229,Virginia,Albemarle County,2020-04-20,Non_Residential,-39.0
230,Virginia,Albemarle County,2020-04-21,Non_Residential,-41.0
231,Virginia,Albemarle County,2020-04-22,Non_Residential,-42.5
232,Virginia,Albemarle County,2020-04-23,Non_Residential,-40.8
233,Virginia,Albemarle County,2020-04-24,Non_Residential,-40.4
234,Virginia,Albemarle County,2020-04-25,Non_Residential,-31.0
235,Virginia,Albemarle County,2020-04-26,Non_Residential,-44.6
236,Virginia,Albemarle County,2020-04-27,Non_Residential,-36.2
237,Virginia,Albemarle County,2020-04-28,Non_Residential,-39.5
238,Virginia,Albemarle County,2020-04-29,Non_Residential,-40.75
239,Virginia,Albemarle County,2020-04-30,Non_Residential,-43.8
240,Virginia,Albemarle County,2020-05-01,Non_Residential,-32.4
241,Virginia,Albemarle County,2020-05-02,Non_Residential,-32.25
242,Virginia,Albemarle County,2020-05-03,Non_Residential,-34.0
243,Virginia,Albemarle County,2020-05-04,Non_Residential,-40.5
244,Virginia,Albemarle County,2020-05-05,Non_Residential,-40.0
245,Virginia,Albemarle County,2020-05-06,Non_Residential,-31.2
246,Virginia,Albemarle County,2020-05-07,Non_Residential,-37.25
247,Virginia,Albemarle County,2020-05-08,Non_Residential,-33.6
248,Virginia,Albemarle County,2020-05-09,Non_Residential,-19.2
249,Virginia,Albemarle County,2020-05-10,Non_Residential,-35.75
250,Virginia,Albemarle County,2020-05-11,Non_Residential,-32.4
251,Virginia,Albemarle County,2020-05-12,Non_Residential,-36.75
252,Virginia,Albemarle County,2020-05-13,Non_Residential,-38.25
253,Virginia,Albemarle County,2020-05-14,Non_Residential,-38.0
254,Virginia,Albemarle County,2020-05-15,Non_Residential,-39.25
255,Virginia,Albemarle County,2020-05-16,Non_Residential,-14.8
256,Virginia,Albemarle County,2020-05-17,Non_Residential,-35.2
257,Virginia,Albemarle County,2020-05-18,Non_Residential,-33.6
258,Virginia,Albemarle County,2020-05-19,Non_Residential,-34.5
259,Virginia,Albemarle County,2020-05-20,Non_Residential,-36.5
260,Virginia,Albemarle County,2020-05-21,Non_Residential,-33.6
261,Virginia,Albemarle County,2020-05-22,Non_Residential,-23.6
262,Virginia,Albemarle County,2020-05-23,Non_Residential,-20.75
263,Virginia,Albemarle County,2020-05-24,Non_Residential,-32.0
264,Virginia,Albemarle County,2020-05-25,Non_Residential,-44.25
265,Virginia,Albemarle County,2020-05-26,Non_Residential,-32.5
266,Virginia,Albemarle County,2020-05-27,Non_Residential,-34.25
267,Virginia,Albemarle County,2020-05-28,Non_Residential,-31.0
268,Virginia,Albemarle County,2020-05-29,Non_Residential,-21.0
269,Virginia,Albemarle County,2020-05-30,Non_Residential,-2.0
270,Virginia,Albemarle County,2020-05-31,Non_Residential,-10.2
271,Virginia,Albemarle County,2020-06-01,Non_Residential,-29.25
272,Virginia,Albemarle County,2020-06-02,Non_Residential,-28.5
273,Virginia,Albemarle County,2020-06-03,Non_Residential,-30.5
274,Virginia,Albemarle County,2020-06-04,Non_Residential,-28.75
275,Virginia,Albemarle County,2020-06-05,Non_Residential,-19.4
276,Virginia,Albemarle County,2020-06-06,Non_Residential,-0.6
277,Virginia,Albemarle County,2020-06-07,Non_Residential,-27.25
278,Virginia,Albemarle County,2020-06-08,Non_Residential,-29.25
279,Virginia,Albemarle County,2020-06-09,Non_Residential,-27.75
280,Virginia,Albemarle County,2020-06-10,Non_Residential,-27.75
281,Virginia,Albemarle County,2020-06-11,Non_Residential,-31.25
282,Virginia,Albemarle County,2020-06-12,Non_Residential,-30.0
283,Virginia,Albemarle County,2020-06-13,Non_Residential,-21.0
284,Virginia,Albemarle County,2020-06-14,Non_Residential,-14.8
285,Virginia,Albemarle County,2020-06-15,Non_Residential,-31.0
286,Virginia,Albemarle County,2020-06-16,Non_Residential,-29.5
287,Virginia,Albemarle County,2020-06-17,Non_Residential,-32.5
288,Virginia,Albemarle County,2020-06-18,Non_Residential,-26.75
289,Virginia,Albemarle County,2020-06-19,Non_Residential,-25.25
290,Virginia,Albemarle County,2020-06-20,Non_Residential,-2.2
291,Virginia,Albemarle County,2020-06-21,Non_Residential,-24.0
292,Virginia,Albemarle County,2020-06-22,Non_Residential,-28.0
293,Virginia,Albemarle County,2020-06-23,Non_Residential,-25.0
294,Virginia,Albemarle County,2020-06-24,Non_Residential,-24.5
295,Virginia,Albemarle County,2020-06-25,Non_Residential,-23.25
296,Virginia,Albemarle County,2020-06-26,Non_Residential,-24.75
297,Virginia,Albemarle County,2020-06-27,Non_Residential,-15.0
298,Virginia,Albemarle County,2020-06-28,Non_Residential,-12.0
299,Virginia,Albemarle County,2020-06-29,Non_Residential,-27.0
300,Virginia,Albemarle County,2020-06-30,Non_Residential,-24.25
301,Virginia,Albemarle County,2020-07-01,Non_Residential,-23.5
302,Virginia,Albemarle County,2020-07-02,Non_Residential,-20.5
303,Virginia,Albemarle County,2020-07-03,Non_Residential,-28.75
304,Virginia,Albemarle County,2020-07-04,Non_Residential,-26.25
305,Virginia,Albemarle County,2020-07-05,Non_Residential,-16.4
306,Virginia,Albemarle County,2020-07-06,Non_Residential,-28.25
307,Virginia,Albemarle County,2020-07-07,Non_Residential,-24.75
308,Virginia,Albemarle County,2020-07-08,Non_Residential,-26.5
309,Virginia,Albemarle County,2020-07-09,Non_Residential,-24.25
310,Virginia,Albemarle County,2020-07-10,Non_Residential,-28.5
311,Virginia,Albemarle County,2020-07-11,Non_Residential,-14.75
312,Virginia,Albemarle County,2020-07-12,Non_Residential,-8.6
313,Virginia,Albemarle County,2020-07-13,Non_Residential,-29.25
314,Virginia,Albemarle County,2020-07-14,Non_Residential,-25.0
315,Virginia,Albemarle County,2020-07-15,Non_Residential,-26.75
316,Virginia,Albemarle County,2020-07-16,Non_Residential,-24.75
317,Virginia,Albemarle County,2020-07-17,Non_Residential,-27.25
318,Virginia,Albemarle County,2020-07-18,Non_Residential,-15.75
319,Virginia,Albemarle County,2020-07-19,Non_Residential,-7.4
320,Virginia,Albemarle County,2020-07-20,Non_Residential,-28.0
321,Virginia,Albemarle County,2020-07-21,Non_Residential,-26.5
322,Virginia,Albemarle County,2020-07-22,Non_Residential,-28.75
323,Virginia,Albemarle County,2020-07-23,Non_Residential,-26.5
324,Virginia,Albemarle County,2020-07-24,Non_Residential,-26.5
325,Virginia,Albemarle County,2020-07-25,Non_Residential,-16.5
326,Virginia,Albemarle County,2020-07-26,Non_Residential,-4.2
327,Virginia,Albemarle County,2020-07-27,Non_Residential,-28.25
328,Virginia,Albemarle County,2020-07-28,Non_Residential,-26.5
329,Virginia,Albemarle County,2020-07-29,Non_Residential,-26.75
330,Virginia,Albemarle County,2020-07-30,Non_Residential,-23.75
331,Virginia,Albemarle County,2020-07-31,Non_Residential,-22.75
332,Virginia,Albemarle County,2020-08-01,Non_Residential,-12.5
333,Virginia,Albemarle County,2020-08-02,Non_Residential,-4.6
334,Virginia,Albemarle County,2020-08-03,Non_Residential,-21.4
335,Virginia,Albemarle County,2020-08-04,Non_Residential,-26.75
336,Virginia,Albemarle County,2020-08-05,Non_Residential,-23.0
337,Virginia,Albemarle County,2020-08-06,Non_Residential,-24.0
338,Virginia,Albemarle County,2020-08-07,Non_Residential,-24.25
339,Virginia,Albemarle County,2020-08-08,Non_Residential,-6.5
340,Virginia,Albemarle County,2020-08-09,Non_Residential,-19.75
341,Virginia,Albemarle County,2020-08-10,Non_Residential,-24.75
342,Virginia,Albemarle County,2020-08-11,Non_Residential,-22.0
343,Virginia,Albemarle County,2020-08-12,Non_Residential,-26.75
344,Virginia,Albemarle County,2020-08-13,Non_Residential,-22.5
345,Virginia,Albemarle County,2020-08-14,Non_Residential,-25.25
346,Virginia,Albemarle County,2020-08-15,Non_Residential,-7.8
347,Virginia,Albemarle County,2020-08-16,Non_Residential,-9.8
348,Virginia,Albemarle County,2020-08-17,Non_Residential,-34.5
349,Virginia,Albemarle County,2020-08-18,Non_Residential,-34.0
350,Virginia,Albemarle County,2020-08-19,Non_Residential,-34.0
351,Virginia,Albemarle County,2020-08-20,Non_Residential,-33.0
352,Virginia,Albemarle County,2020-08-21,Non_Residential,-33.5
353,Virginia,Albemarle County,2020-08-22,Non_Residential,-25.0
354,Virginia,Albemarle County,2020-08-23,Non_Residential,-24.0
355,Virginia,Albemarle County,2020-08-24,Non_Residential,-33.0
356,Virginia,Albemarle County,2020-08-25,Non_Residential,-33.5
357,Virginia,Albemarle County,2020-08-26,Non_Residential,-34.0
358,Virginia,Albemarle County,2020-08-27,Non_Residential,-35.0
359,Virginia,Albemarle County,2020-08-28,Non_Residential,-34.0
360,Virginia,Albemarle County,2020-08-29,Non_Residential,-27.0
361,Virginia,Albemarle County,2020-08-30,Non_Residential,-24.0
362,Virginia,Albemarle County,2020-08-31,Non_Residential,-41.0
363,Virginia,Albemarle County,2020-09-01,Non_Residential,-34.0
364,Virginia,Alexandria,2020-03-02,Non_Residential,6.4
365,Virginia,Alexandria,2020-03-03,Non_Residential,11.8
366,Virginia,Alexandria,2020-03-04,Non_Residential,14.6
367,Virginia,Alexandria,2020-03-05,Non_Residential,9.2
368,Virginia,Alexandria,2020-03-06,Non_Residential,2.2
369,Virginia,Alexandria,2020-03-07,Non_Residential,12.8
370,Virginia,Alexandria,2020-03-08,Non_Residential,21.2
371,Virginia,Alexandria,2020-03-09,Non_Residential,25.8
372,Virginia,Alexandria,2020-03-10,Non_Residential,14.6
373,Virginia,Alexandria,2020-03-11,Non_Residential,10.4
374,Virginia,Alexandria,2020-03-12,Non_Residential,16.4
375,Virginia,Alexandria,2020-03-13,Non_Residential,13.0
376,Virginia,Alexandria,2020-03-14,Non_Residential,4.0
377,Virginia,Alexandria,2020-03-15,Non_Residential,-13.4
378,Virginia,Alexandria,2020-03-16,Non_Residential,-5.6
379,Virginia,Alexandria,2020-03-17,Non_Residential,0.4
380,Virginia,Alexandria,2020-03-18,Non_Residential,-12.2
381,Virginia,Alexandria,2020-03-19,Non_Residential,-1.2
382,Virginia,Alexandria,2020-03-20,Non_Residential,-11.8
383,Virginia,Alexandria,2020-03-21,Non_Residential,-24.2
384,Virginia,Alexandria,2020-03-22,Non_Residential,-28.2
385,Virginia,Alexandria,2020-03-23,Non_Residential,-42.8
386,Virginia,Alexandria,2020-03-24,Non_Residential,-20.6
387,Virginia,Alexandria,2020-03-25,Non_Residential,-45.6
388,Virginia,Alexandria,2020-03-26,Non_Residential,-15.4
389,Virginia,Alexandria,2020-03-27,Non_Residential,-22.8
390,Virginia,Alexandria,2020-03-28,Non_Residential,-41.8
391,Virginia,Alexandria,2020-03-29,Non_Residential,-25.8
392,Virginia,Alexandria,2020-03-30,Non_Residential,-24.2
393,Virginia,Alexandria,2020-03-31,Non_Residential,-44.6
394,Virginia,Alexandria,2020-04-01,Non_Residential,-40.6
395,Virginia,Alexandria,2020-04-02,Non_Residential,-34.2
396,Virginia,Alexandria,2020-04-03,Non_Residential,-34.4
397,Virginia,Alexandria,2020-04-04,Non_Residential,-38.6
398,Virginia,Alexandria,2020-04-05,Non_Residential,-31.6
399,Virginia,Alexandria,2020-04-06,Non_Residential,-26.8
400,Virginia,Alexandria,2020-04-07,Non_Residential,-32.8
401,Virginia,Alexandria,2020-04-08,Non_Residential,-24.4
402,Virginia,Alexandria,2020-04-09,Non_Residential,-36.6
403,Virginia,Alexandria,2020-04-10,Non_Residential,-44.4
404,Virginia,Alexandria,2020-04-11,Non_Residential,-34.6
405,Virginia,Alexandria,2020-04-12,Non_Residential,-42.2
406,Virginia,Alexandria,2020-04-13,Non_Residential,-41.8
407,Virginia,Alexandria,2020-04-14,Non_Residential,-32.4
408,Virginia,Alexandria,2020-04-15,Non_Residential,-33.6
409,Virginia,Alexandria,2020-04-16,Non_Residential,-49.25
410,Virginia,Alexandria,2020-04-17,Non_Residential,-39.2
411,Virginia,Alexandria,2020-04-18,Non_Residential,-41.2
412,Virginia,Alexandria,2020-04-19,Non_Residential,-29.8
413,Virginia,Alexandria,2020-04-20,Non_Residential,-34.2
414,Virginia,Alexandria,2020-04-21,Non_Residential,-35.6
415,Virginia,Alexandria,2020-04-22,Non_Residential,-28.0
416,Virginia,Alexandria,2020-04-23,Non_Residential,-51.0
417,Virginia,Alexandria,2020-04-24,Non_Residential,-41.8
418,Virginia,Alexandria,2020-04-25,Non_Residential,-28.0
419,Virginia,Alexandria,2020-04-26,Non_Residential,-45.0
420,Virginia,Alexandria,2020-04-27,Non_Residential,-38.4
421,Virginia,Alexandria,2020-04-28,Non_Residential,-41.6
422,Virginia,Alexandria,2020-04-29,Non_Residential,-18.6
423,Virginia,Alexandria,2020-04-30,Non_Residential,-53.2
424,Virginia,Alexandria,2020-05-01,Non_Residential,-29.8
