,index,date,state,county,census_fips_code,retail,grocery,parks,transit,workplaces,residential,Non_Residential,Non_Residential_7d_Rolling,Residential_7d_Rolling,Minimum_Non_Residential_7d_Rolling,Low_Point_Mobility
0,0,2020-03-02,Virginia,Accomack County,51001.0,9.0,8.0,,,5.0,1.0,7.333333333333333,,,-24.428571428571427,0
1,129,2020-03-03,Virginia,Accomack County,51001.0,18.0,8.0,,,2.0,-2.0,9.333333333333334,,,-24.428571428571427,0
2,258,2020-03-04,Virginia,Accomack County,51001.0,11.0,9.0,,,2.0,-2.0,7.333333333333333,,,-24.428571428571427,0
3,387,2020-03-05,Virginia,Accomack County,51001.0,6.0,8.0,,,3.0,-1.0,5.666666666666667,,,-24.428571428571427,0
4,516,2020-03-06,Virginia,Accomack County,51001.0,1.0,3.0,,,1.0,3.0,1.6666666666666667,,,-24.428571428571427,0
5,645,2020-03-07,Virginia,Accomack County,51001.0,14.0,17.0,,,-4.0,,9.0,,,-24.428571428571427,0
6,768,2020-03-08,Virginia,Accomack County,51001.0,15.0,8.0,,,0.0,,7.666666666666667,6.857142857142857,,-24.428571428571427,0
7,889,2020-03-09,Virginia,Accomack County,51001.0,11.0,14.0,,,1.0,0.0,8.666666666666666,7.047619047619047,,-24.428571428571427,0
8,1018,2020-03-10,Virginia,Accomack County,51001.0,6.0,12.0,,,1.0,0.0,6.333333333333333,6.6190476190476195,,-24.428571428571427,0
9,1147,2020-03-11,Virginia,Accomack County,51001.0,5.0,9.0,,,0.0,-1.0,4.666666666666667,6.238095238095238,,-24.428571428571427,0
10,1276,2020-03-12,Virginia,Accomack County,51001.0,7.0,16.0,,,0.0,-1.0,7.666666666666667,6.523809523809524,,-24.428571428571427,0
11,1405,2020-03-13,Virginia,Accomack County,51001.0,7.0,20.0,,,0.0,0.0,9.0,7.571428571428571,,-24.428571428571427,0
12,1534,2020-03-14,Virginia,Accomack County,51001.0,9.0,31.0,,,24.0,,21.333333333333332,9.333333333333332,,-24.428571428571427,0
13,1657,2020-03-15,Virginia,Accomack County,51001.0,6.0,16.0,,,-7.0,,5.0,8.952380952380953,,-24.428571428571427,0
14,1778,2020-03-16,Virginia,Accomack County,51001.0,3.0,30.0,,,-13.0,4.0,6.666666666666667,8.666666666666666,,-24.428571428571427,0
15,1907,2020-03-17,Virginia,Accomack County,51001.0,-8.0,11.0,,,-15.0,5.0,-4.0,7.19047619047619,,-24.428571428571427,0
16,2038,2020-03-18,Virginia,Accomack County,51001.0,-15.0,9.0,,,-17.0,8.0,-7.666666666666667,5.428571428571428,,-24.428571428571427,0
17,2168,2020-03-19,Virginia,Accomack County,51001.0,-16.0,8.0,,,-18.0,8.0,-8.666666666666666,3.095238095238095,,-24.428571428571427,0
18,2299,2020-03-20,Virginia,Accomack County,51001.0,-17.0,3.0,,,-17.0,10.0,-10.333333333333334,0.33333333333333265,,-24.428571428571427,0
19,2429,2020-03-21,Virginia,Accomack County,51001.0,-24.0,9.0,,,4.0,,-3.6666666666666665,-3.2380952380952386,,-24.428571428571427,0
20,2552,2020-03-22,Virginia,Accomack County,51001.0,-19.0,-6.0,,,-22.0,,-15.666666666666666,-6.190476190476191,,-24.428571428571427,0
21,2674,2020-03-23,Virginia,Accomack County,51001.0,-26.0,-10.0,,,-28.0,15.0,-21.333333333333332,-10.19047619047619,,-24.428571428571427,0
22,2804,2020-03-24,Virginia,Accomack County,51001.0,-20.0,-7.0,,,-22.0,10.0,-16.333333333333332,-11.95238095238095,,-24.428571428571427,0
23,2935,2020-03-25,Virginia,Accomack County,51001.0,-39.0,-19.0,,,-29.0,16.0,-29.0,-15.0,,-24.428571428571427,0
24,3066,2020-03-26,Virginia,Accomack County,51001.0,-31.0,-10.0,,,-24.0,12.0,-21.666666666666668,-16.857142857142858,,-24.428571428571427,0
25,3197,2020-03-27,Virginia,Accomack County,51001.0,-32.0,-21.0,,,-24.0,13.0,-25.666666666666668,-19.047619047619044,,-24.428571428571427,0
26,3327,2020-03-28,Virginia,Accomack County,51001.0,-29.0,-16.0,,,-12.0,,-19.0,-21.23809523809524,,-24.428571428571427,0
27,3451,2020-03-29,Virginia,Accomack County,51001.0,-30.0,-18.0,,,-26.0,,-24.666666666666668,-22.523809523809526,,-24.428571428571427,0
28,3574,2020-03-30,Virginia,Accomack County,51001.0,-25.0,-4.0,,,-25.0,12.0,-18.0,-22.047619047619047,,-24.428571428571427,0
29,3705,2020-03-31,Virginia,Accomack County,51001.0,-32.0,-14.0,,,-27.0,13.0,-24.333333333333332,-23.190476190476186,,-24.428571428571427,0
30,3836,2020-04-01,Virginia,Accomack County,51001.0,-34.0,-11.0,,,-31.0,15.0,-25.333333333333332,-22.666666666666664,,-24.428571428571427,0
31,3967,2020-04-02,Virginia,Accomack County,51001.0,-35.0,-17.0,,,-29.0,14.0,-27.0,-23.428571428571427,,-24.428571428571427,0
32,4098,2020-04-03,Virginia,Accomack County,51001.0,-30.0,-21.0,,,-28.0,,-26.333333333333332,-23.523809523809526,,-24.428571428571427,0
33,4228,2020-04-04,Virginia,Accomack County,51001.0,-34.0,-19.0,,,4.0,,-16.333333333333332,-23.142857142857142,,-24.428571428571427,0
34,4352,2020-04-05,Virginia,Accomack County,51001.0,-30.0,-19.0,,,-25.0,,-24.666666666666668,-23.142857142857142,,-24.428571428571427,0
35,4474,2020-04-06,Virginia,Accomack County,51001.0,,-22.0,,,-28.0,13.0,-25.0,-24.142857142857142,,-24.428571428571427,0
36,4603,2020-04-07,Virginia,Accomack County,51001.0,,-19.0,,,-30.0,13.0,-24.5,-24.166666666666668,,-24.428571428571427,0
37,4732,2020-04-08,Virginia,Accomack County,51001.0,,-11.0,,,-31.0,12.0,-21.0,-23.547619047619047,,-24.428571428571427,0
38,4861,2020-04-09,Virginia,Accomack County,51001.0,,-14.0,,,-30.0,14.0,-22.0,-22.833333333333336,,-24.428571428571427,0
39,4990,2020-04-10,Virginia,Accomack County,51001.0,-35.0,-16.0,,,-31.0,,-27.333333333333332,-22.976190476190474,,-24.428571428571427,0
40,5119,2020-04-11,Virginia,Accomack County,51001.0,-24.0,-4.0,,,-19.0,,-15.666666666666666,-22.880952380952383,,-24.428571428571427,0
41,5225,2020-04-12,Virginia,Accomack County,51001.0,,-22.0,,,-31.0,,-26.5,-23.142857142857142,,-24.428571428571427,0
42,5327,2020-04-13,Virginia,Accomack County,51001.0,,-21.0,,,-34.0,,-27.5,-23.5,,-24.428571428571427,0
43,5456,2020-04-14,Virginia,Accomack County,51001.0,,-9.0,,,-27.0,12.0,-18.0,-22.571428571428573,,-24.428571428571427,0
44,5585,2020-04-15,Virginia,Accomack County,51001.0,,-9.0,,,-29.0,14.0,-19.0,-22.285714285714285,,-24.428571428571427,0
45,5714,2020-04-16,Virginia,Accomack County,51001.0,,-5.0,,,-28.0,13.0,-16.5,-21.5,,-24.428571428571427,0
46,5843,2020-04-17,Virginia,Accomack County,51001.0,-27.0,-15.0,,,-28.0,,-23.333333333333332,-20.928571428571427,,-24.428571428571427,0
47,5971,2020-04-18,Virginia,Accomack County,51001.0,-28.0,-6.0,,,6.0,,-9.333333333333334,-20.023809523809522,,-24.428571428571427,0
48,6076,2020-04-19,Virginia,Accomack County,51001.0,,-10.0,,,-22.0,,-16.0,-18.523809523809526,,-24.428571428571427,0
49,6176,2020-04-20,Virginia,Accomack County,51001.0,,-12.0,,,-34.0,,-23.0,-17.880952380952383,,-24.428571428571427,0
50,6305,2020-04-21,Virginia,Accomack County,51001.0,,-9.0,,,-31.0,13.0,-20.0,-18.166666666666668,,-24.428571428571427,0
51,6434,2020-04-22,Virginia,Accomack County,51001.0,,-4.0,,,-32.0,13.0,-18.0,-18.023809523809526,,-24.428571428571427,0
52,6563,2020-04-23,Virginia,Accomack County,51001.0,-32.0,-11.0,,,-34.0,,-25.666666666666668,-19.333333333333336,,-24.428571428571427,0
53,6692,2020-04-24,Virginia,Accomack County,51001.0,-31.0,-15.0,,,-37.0,,-27.666666666666668,-19.952380952380956,,-24.428571428571427,0
54,6821,2020-04-25,Virginia,Accomack County,51001.0,-28.0,-7.0,,,-27.0,,-20.666666666666668,-21.571428571428573,,-24.428571428571427,0
55,6925,2020-04-26,Virginia,Accomack County,51001.0,,-18.0,,,-33.0,,-25.5,-22.928571428571427,,-24.428571428571427,0
56,7024,2020-04-27,Virginia,Accomack County,51001.0,,-11.0,,,-37.0,,-24.0,-23.071428571428573,,-24.428571428571427,0
57,7153,2020-04-28,Virginia,Accomack County,51001.0,,-11.0,,,-38.0,,-24.5,-23.714285714285715,,-24.428571428571427,0
58,7282,2020-04-29,Virginia,Accomack County,51001.0,,0.0,,,-36.0,,-18.0,-23.714285714285715,,-24.428571428571427,0
59,7411,2020-04-30,Virginia,Accomack County,51001.0,-37.0,-15.0,,,-40.0,,-30.666666666666668,-24.428571428571427,,-24.428571428571427,1
60,7540,2020-05-01,Virginia,Accomack County,51001.0,-23.0,-5.0,,,-35.0,,-21.0,-23.476190476190474,,-24.428571428571427,0
61,7668,2020-05-02,Virginia,Accomack County,51001.0,-18.0,5.0,,,-12.0,,-8.333333333333334,-21.714285714285715,,-24.428571428571427,0
62,7770,2020-05-03,Virginia,Accomack County,51001.0,,-2.0,,,-24.0,,-13.0,-19.928571428571427,,-24.428571428571427,0
63,7868,2020-05-04,Virginia,Accomack County,51001.0,,-1.0,,,-35.0,,-18.0,-19.071428571428573,,-24.428571428571427,0
64,7997,2020-05-05,Virginia,Accomack County,51001.0,,-4.0,,,-36.0,,-20.0,-18.428571428571427,,-24.428571428571427,0
65,8126,2020-05-06,Virginia,Accomack County,51001.0,,-1.0,,,-36.0,,-18.5,-18.5,,-24.428571428571427,0
66,8255,2020-05-07,Virginia,Accomack County,51001.0,,0.0,,,-35.0,,-17.5,-16.61904761904762,,-24.428571428571427,0
67,8384,2020-05-08,Virginia,Accomack County,51001.0,-22.0,-3.0,,,-35.0,,-20.0,-16.476190476190478,,-24.428571428571427,0
68,8512,2020-05-09,Virginia,Accomack County,51001.0,-10.0,14.0,,,-16.0,,-4.0,-15.857142857142858,,-24.428571428571427,0
69,8615,2020-05-10,Virginia,Accomack County,51001.0,,8.0,,,-23.0,,-7.5,-15.071428571428571,,-24.428571428571427,0
70,8712,2020-05-11,Virginia,Accomack County,51001.0,,4.0,,,-37.0,,-16.5,-14.857142857142858,,-24.428571428571427,0
71,8841,2020-05-12,Virginia,Accomack County,51001.0,,-1.0,,,-34.0,,-17.5,-14.5,,-24.428571428571427,0
72,8970,2020-05-13,Virginia,Accomack County,51001.0,,-11.0,,,-35.0,,-23.0,-15.142857142857142,,-24.428571428571427,0
73,9099,2020-05-14,Virginia,Accomack County,51001.0,-20.0,-1.0,,,-35.0,,-18.666666666666668,-15.30952380952381,,-24.428571428571427,0
74,9228,2020-05-15,Virginia,Accomack County,51001.0,-14.0,-5.0,,,-34.0,,-17.666666666666668,-14.976190476190478,,-24.428571428571427,0
75,9358,2020-05-16,Virginia,Accomack County,51001.0,-4.0,13.0,,,-11.0,,-0.6666666666666666,-14.500000000000002,,-24.428571428571427,0
76,9462,2020-05-17,Virginia,Accomack County,51001.0,-7.0,0.0,,,-18.0,,-8.333333333333334,-14.61904761904762,,-24.428571428571427,0
77,9562,2020-05-18,Virginia,Accomack County,51001.0,-26.0,-8.0,,,-33.0,,-22.333333333333332,-15.452380952380953,,-24.428571428571427,0
78,9691,2020-05-19,Virginia,Accomack County,51001.0,-21.0,-1.0,,,-28.0,11.0,-16.666666666666668,-15.333333333333334,,-24.428571428571427,0
79,9820,2020-05-20,Virginia,Accomack County,51001.0,-25.0,5.0,,,-31.0,12.0,-17.0,-14.476190476190478,,-24.428571428571427,0
80,9949,2020-05-21,Virginia,Accomack County,51001.0,-18.0,9.0,,,-29.0,11.0,-12.666666666666666,-13.61904761904762,,-24.428571428571427,0
81,10078,2020-05-22,Virginia,Accomack County,51001.0,-17.0,3.0,,,-27.0,,-13.666666666666666,-13.04761904761905,,-24.428571428571427,0
82,10209,2020-05-23,Virginia,Accomack County,51001.0,-1.0,,,,20.0,,9.5,-11.595238095238097,,-24.428571428571427,0
83,10313,2020-05-24,Virginia,Accomack County,51001.0,10.0,19.0,,,-16.0,,4.333333333333333,-9.785714285714288,,-24.428571428571427,0
84,10414,2020-05-25,Virginia,Accomack County,51001.0,-13.0,8.0,,,-66.0,,-23.666666666666668,-9.976190476190478,,-24.428571428571427,0
85,10542,2020-05-26,Virginia,Accomack County,51001.0,-11.0,8.0,,,-26.0,9.0,-9.666666666666666,-8.976190476190478,,-24.428571428571427,0
86,10671,2020-05-27,Virginia,Accomack County,51001.0,-19.0,5.0,,,-25.0,8.0,-13.0,-8.404761904761907,,-24.428571428571427,0
87,10800,2020-05-28,Virginia,Accomack County,51001.0,-17.0,12.0,,,-26.0,11.0,-10.333333333333334,-8.071428571428573,,-24.428571428571427,0
88,10929,2020-05-29,Virginia,Accomack County,51001.0,-12.0,2.0,,,-21.0,11.0,-10.333333333333334,-7.595238095238096,,-24.428571428571427,0
89,11061,2020-05-30,Virginia,Accomack County,51001.0,3.0,29.0,,,33.0,,21.666666666666668,-5.8571428571428585,,-24.428571428571427,0
90,11163,2020-05-31,Virginia,Accomack County,51001.0,15.0,21.0,,,-1.0,,11.666666666666666,-4.809523809523811,,-24.428571428571427,0
91,11260,2020-06-01,Virginia,Accomack County,51001.0,3.0,23.0,,,-22.0,8.0,1.3333333333333333,-1.2380952380952392,,-24.428571428571427,0
92,11390,2020-06-02,Virginia,Accomack County,51001.0,-5.0,13.0,,,-23.0,7.0,-5.0,-0.5714285714285728,,-24.428571428571427,0
93,11520,2020-06-03,Virginia,Accomack County,51001.0,-2.0,14.0,,,-23.0,7.0,-3.6666666666666665,0.7619047619047604,,-24.428571428571427,0
94,11649,2020-06-04,Virginia,Accomack County,51001.0,-2.0,22.0,,,-23.0,7.0,-1.0,2.095238095238094,,-24.428571428571427,0
95,11778,2020-06-05,Virginia,Accomack County,51001.0,-2.0,14.0,,,-21.0,8.0,-3.0,3.142857142857142,,-24.428571428571427,0
96,11908,2020-06-06,Virginia,Accomack County,51001.0,28.0,45.0,,,1.0,,24.666666666666668,3.57142857142857,,-24.428571428571427,0
97,12009,2020-06-07,Virginia,Accomack County,51001.0,,,,,-4.0,,-4.0,1.333333333333332,,-24.428571428571427,0
98,12108,2020-06-08,Virginia,Accomack County,51001.0,6.0,23.0,,,-24.0,8.0,1.6666666666666667,1.3809523809523796,,-24.428571428571427,0
99,12237,2020-06-09,Virginia,Accomack County,51001.0,5.0,19.0,,,-21.0,6.0,1.0,2.238095238095237,,-24.428571428571427,0
100,12367,2020-06-10,Virginia,Accomack County,51001.0,3.0,21.0,,,-22.0,7.0,0.6666666666666666,2.8571428571428563,,-24.428571428571427,0
101,12496,2020-06-11,Virginia,Accomack County,51001.0,1.0,19.0,,,-21.0,9.0,-0.3333333333333333,2.952380952380951,,-24.428571428571427,0
102,12626,2020-06-12,Virginia,Accomack County,51001.0,4.0,19.0,,,-21.0,8.0,0.6666666666666666,3.476190476190475,,-24.428571428571427,0
103,12757,2020-06-13,Virginia,Accomack County,51001.0,38.0,,,,6.0,,22.0,3.095238095238094,,-24.428571428571427,0
104,12857,2020-06-14,Virginia,Accomack County,51001.0,,,,,-4.0,,-4.0,3.095238095238094,,-24.428571428571427,0
105,12955,2020-06-15,Virginia,Accomack County,51001.0,12.0,27.0,,,-23.0,8.0,5.333333333333333,3.6190476190476173,,-24.428571428571427,0
106,13083,2020-06-16,Virginia,Accomack County,51001.0,5.0,17.0,,,-21.0,8.0,0.3333333333333333,3.5238095238095224,,-24.428571428571427,0
107,13212,2020-06-17,Virginia,Accomack County,51001.0,-2.0,12.0,,,-22.0,8.0,-4.0,2.8571428571428563,,-24.428571428571427,0
108,13341,2020-06-18,Virginia,Accomack County,51001.0,4.0,25.0,,,-20.0,6.0,3.0,3.3333333333333317,,-24.428571428571427,0
109,13470,2020-06-19,Virginia,Accomack County,51001.0,13.0,25.0,,,-21.0,6.0,5.666666666666667,4.047619047619046,,-24.428571428571427,0
110,13601,2020-06-20,Virginia,Accomack County,51001.0,52.0,,,,6.0,,29.0,5.047619047619046,,-24.428571428571427,0
111,13702,2020-06-21,Virginia,Accomack County,51001.0,,,,,2.0,,2.0,5.904761904761903,,-24.428571428571427,0
112,13799,2020-06-22,Virginia,Accomack County,51001.0,22.0,32.0,,,-24.0,7.0,10.0,6.571428571428569,,-24.428571428571427,0
113,13929,2020-06-23,Virginia,Accomack County,51001.0,21.0,32.0,,,-19.0,5.0,11.333333333333334,8.142857142857142,,-24.428571428571427,0
114,14059,2020-06-24,Virginia,Accomack County,51001.0,16.0,27.0,,,-19.0,4.0,8.0,9.857142857142856,,-24.428571428571427,0
115,14188,2020-06-25,Virginia,Accomack County,51001.0,24.0,33.0,,,-17.0,5.0,13.333333333333334,11.333333333333332,,-24.428571428571427,0
116,14318,2020-06-26,Virginia,Accomack County,51001.0,25.0,32.0,,,-18.0,4.0,13.0,12.38095238095238,,-24.428571428571427,0
117,14449,2020-06-27,Virginia,Accomack County,51001.0,51.0,,,,30.0,,40.5,14.023809523809522,,-24.428571428571427,0
118,14550,2020-06-28,Virginia,Accomack County,51001.0,,,,,7.0,,7.0,14.738095238095237,,-24.428571428571427,0
119,14647,2020-06-29,Virginia,Accomack County,51001.0,27.0,33.0,,,-20.0,6.0,13.333333333333334,15.214285714285712,,-24.428571428571427,0
120,14776,2020-06-30,Virginia,Accomack County,51001.0,32.0,29.0,,,-19.0,4.0,14.0,15.595238095238093,,-24.428571428571427,0
121,14905,2020-07-01,Virginia,Accomack County,51001.0,30.0,37.0,,,-20.0,5.0,15.666666666666666,16.69047619047619,,-24.428571428571427,0
122,15034,2020-07-02,Virginia,Accomack County,51001.0,41.0,,,,-20.0,3.0,10.5,16.285714285714285,,-24.428571428571427,0
123,15164,2020-07-03,Virginia,Accomack County,51001.0,51.0,57.0,,,-34.0,,24.666666666666668,17.952380952380953,,-24.428571428571427,0
124,15293,2020-07-04,Virginia,Accomack County,51001.0,57.0,,,,-4.0,,26.5,15.95238095238095,,-24.428571428571427,0
125,15398,2020-07-05,Virginia,Accomack County,51001.0,,,,,-2.0,,-2.0,14.666666666666666,,-24.428571428571427,0
126,15496,2020-07-06,Virginia,Accomack County,51001.0,,,,,-24.0,6.0,-24.0,9.333333333333332,,-24.428571428571427,0
127,15626,2020-07-07,Virginia,Accomack County,51001.0,34.0,38.0,,,-23.0,5.0,16.333333333333332,9.666666666666666,,-24.428571428571427,0
128,15756,2020-07-08,Virginia,Accomack County,51001.0,25.0,31.0,,,-21.0,5.0,11.666666666666666,9.095238095238093,,-24.428571428571427,0
129,15885,2020-07-09,Virginia,Accomack County,51001.0,27.0,41.0,,,-17.0,6.0,17.0,10.023809523809522,,-24.428571428571427,0
130,16015,2020-07-10,Virginia,Accomack County,51001.0,18.0,27.0,,,-19.0,8.0,8.666666666666666,7.738095238095235,,-24.428571428571427,0
131,16146,2020-07-11,Virginia,Accomack County,51001.0,51.0,,,,14.0,,32.5,8.595238095238091,,-24.428571428571427,0
132,16247,2020-07-12,Virginia,Accomack County,51001.0,,,,,9.0,,9.0,10.166666666666663,,-24.428571428571427,0
133,16345,2020-07-13,Virginia,Accomack County,51001.0,,,,,-20.0,7.0,-20.0,10.738095238095235,,-24.428571428571427,0
134,16473,2020-07-14,Virginia,Accomack County,51001.0,37.0,36.0,,,-19.0,5.0,18.0,10.976190476190473,,-24.428571428571427,0
135,16603,2020-07-15,Virginia,Accomack County,51001.0,37.0,39.0,,,-21.0,6.0,18.333333333333332,11.928571428571425,,-24.428571428571427,0
136,16732,2020-07-16,Virginia,Accomack County,51001.0,35.0,41.0,,,-17.0,5.0,19.666666666666668,12.309523809523807,,-24.428571428571427,0
137,16862,2020-07-17,Virginia,Accomack County,51001.0,32.0,35.0,,,-18.0,6.0,16.333333333333332,13.4047619047619,,-24.428571428571427,0
138,16993,2020-07-18,Virginia,Accomack County,51001.0,65.0,,,,2.0,,33.5,13.547619047619046,,-24.428571428571427,0
139,17097,2020-07-19,Virginia,Accomack County,51001.0,,,,,5.0,,5.0,12.976190476190473,,-24.428571428571427,0
140,17196,2020-07-20,Virginia,Accomack County,51001.0,32.0,,,,-22.0,7.0,5.0,16.547619047619044,,-24.428571428571427,0
141,17326,2020-07-21,Virginia,Accomack County,51001.0,30.0,34.0,,,-20.0,7.0,14.666666666666666,16.071428571428566,,-24.428571428571427,0
142,17456,2020-07-22,Virginia,Accomack County,51001.0,26.0,30.0,,,-20.0,6.0,12.0,15.166666666666663,,-24.428571428571427,0
143,17585,2020-07-23,Virginia,Accomack County,51001.0,24.0,35.0,,,-19.0,7.0,13.333333333333334,14.26190476190476,,-24.428571428571427,0
144,17714,2020-07-24,Virginia,Accomack County,51001.0,29.0,25.0,,,-18.0,8.0,12.0,13.642857142857139,,-24.428571428571427,0
145,17845,2020-07-25,Virginia,Accomack County,51001.0,60.0,,,,11.0,,35.5,13.928571428571425,,-24.428571428571427,0
146,17947,2020-07-26,Virginia,Accomack County,51001.0,,,,,2.0,,2.0,13.499999999999996,,-24.428571428571427,0
147,18045,2020-07-27,Virginia,Accomack County,51001.0,39.0,,,,-23.0,7.0,8.0,13.928571428571425,,-24.428571428571427,0
148,18174,2020-07-28,Virginia,Accomack County,51001.0,35.0,32.0,,,-21.0,7.0,15.333333333333334,14.02380952380952,,-24.428571428571427,0
149,18303,2020-07-29,Virginia,Accomack County,51001.0,38.0,26.0,,,-21.0,6.0,14.333333333333334,14.357142857142852,,-24.428571428571427,0
150,18432,2020-07-30,Virginia,Accomack County,51001.0,35.0,27.0,,,-22.0,6.0,13.333333333333334,14.357142857142856,,-24.428571428571427,0
151,18562,2020-07-31,Virginia,Accomack County,51001.0,34.0,31.0,,,-21.0,7.0,14.666666666666666,14.738095238095235,,-24.428571428571427,0
152,18693,2020-08-01,Virginia,Accomack County,51001.0,63.0,,,,23.0,,43.0,15.809523809523807,,-24.428571428571427,0
153,18794,2020-08-02,Virginia,Accomack County,51001.0,,,,,11.0,,11.0,17.09523809523809,,-24.428571428571427,0
154,18892,2020-08-03,Virginia,Accomack County,51001.0,,,,,-21.0,6.0,-21.0,12.952380952380949,,-24.428571428571427,0
155,19020,2020-08-04,Virginia,Accomack County,51001.0,9.0,8.0,,,-41.0,,-8.0,9.619047619047617,,-24.428571428571427,0
156,19150,2020-08-05,Virginia,Accomack County,51001.0,25.0,28.0,,,-20.0,4.0,11.0,9.142857142857139,,-24.428571428571427,0
157,19279,2020-08-06,Virginia,Accomack County,51001.0,18.0,28.0,,,-20.0,7.0,8.666666666666666,8.476190476190473,,-24.428571428571427,0
158,19409,2020-08-07,Virginia,Accomack County,51001.0,27.0,29.0,,,-17.0,6.0,13.0,8.238095238095235,,-24.428571428571427,0
159,19540,2020-08-08,Virginia,Accomack County,51001.0,55.0,,,,36.0,,45.5,8.595238095238091,,-24.428571428571427,0
160,19641,2020-08-09,Virginia,Accomack County,51001.0,,,,,12.0,,12.0,8.738095238095235,,-24.428571428571427,0
161,19739,2020-08-10,Virginia,Accomack County,51001.0,40.0,,,,-17.0,5.0,11.5,13.380952380952378,,-24.428571428571427,0
162,19867,2020-08-11,Virginia,Accomack County,51001.0,30.0,29.0,,,-19.0,4.0,13.333333333333334,16.428571428571423,,-24.428571428571427,0
163,19997,2020-08-12,Virginia,Accomack County,51001.0,25.0,36.0,,,-18.0,6.0,14.333333333333334,16.9047619047619,,-24.428571428571427,0
164,20126,2020-08-13,Virginia,Accomack County,51001.0,24.0,35.0,,,-16.0,6.0,14.333333333333334,17.71428571428571,,-24.428571428571427,0
165,20256,2020-08-14,Virginia,Accomack County,51001.0,32.0,32.0,,,-17.0,7.0,15.666666666666666,18.09523809523809,,-24.428571428571427,0
166,20387,2020-08-15,Virginia,Accomack County,51001.0,56.0,,,,8.0,,32.0,16.166666666666664,,-24.428571428571427,0
167,20488,2020-08-16,Virginia,Accomack County,51001.0,,,,,2.0,,2.0,14.738095238095237,,-24.428571428571427,0
168,20586,2020-08-17,Virginia,Accomack County,51001.0,,,,,,5.0,,,,-24.428571428571427,0
169,20641,2020-08-18,Virginia,Accomack County,51001.0,,,,,,5.0,,,,-24.428571428571427,0
170,20698,2020-08-19,Virginia,Accomack County,51001.0,,,,,,5.0,,,,-24.428571428571427,0
171,20756,2020-08-20,Virginia,Accomack County,51001.0,,,,,,4.0,,,,-24.428571428571427,0
172,20814,2020-08-21,Virginia,Accomack County,51001.0,,,,,,6.0,,,,-24.428571428571427,0
173,20939,2020-08-24,Virginia,Accomack County,51001.0,,,,,,6.0,,,,-24.428571428571427,0
174,20994,2020-08-25,Virginia,Accomack County,51001.0,,,,,,4.0,,,5.0,-24.428571428571427,0
175,21051,2020-08-26,Virginia,Accomack County,51001.0,,,,,,4.0,,,4.857142857142857,-24.428571428571427,0
176,21110,2020-08-27,Virginia,Accomack County,51001.0,,,,,,3.0,,,4.571428571428571,-24.428571428571427,0
177,21169,2020-08-28,Virginia,Accomack County,51001.0,,,,,,5.0,,,4.571428571428571,-24.428571428571427,0
178,21294,2020-08-31,Virginia,Accomack County,51001.0,,,,,,4.0,,,4.571428571428571,-24.428571428571427,0
179,21349,2020-09-01,Virginia,Accomack County,51001.0,,,,,,3.0,,,4.142857142857143,-24.428571428571427,0
180,1,2020-03-02,Virginia,Albemarle County,51003.0,6.0,4.0,,1.0,-9.0,1.0,0.5,,3.4285714285714284,-44.0,0
181,130,2020-03-03,Virginia,Albemarle County,51003.0,14.0,14.0,,18.0,-9.0,1.0,9.25,,3.0,-44.0,0
182,259,2020-03-04,Virginia,Albemarle County,51003.0,9.0,7.0,,12.0,1.0,-1.0,7.25,,2.2857142857142856,-44.0,0
183,388,2020-03-05,Virginia,Albemarle County,51003.0,6.0,6.0,,3.0,2.0,-1.0,4.25,,1.7142857142857142,-44.0,0
184,517,2020-03-06,Virginia,Albemarle County,51003.0,4.0,1.0,,2.0,2.0,0.0,2.25,,1.0,-44.0,0
185,646,2020-03-07,Virginia,Albemarle County,51003.0,6.0,5.0,,5.0,-1.0,-2.0,3.75,,0.14285714285714285,-44.0,0
186,769,2020-03-08,Virginia,Albemarle County,51003.0,4.0,0.0,51.0,3.0,-8.0,-1.0,10.0,5.321428571428569,-0.42857142857142855,-44.0,0
187,890,2020-03-09,Virginia,Albemarle County,51003.0,5.0,5.0,,-2.0,-8.0,0.0,0.0,5.249999999999998,-0.5714285714285714,-44.0,0
188,1019,2020-03-10,Virginia,Albemarle County,51003.0,5.0,8.0,,6.0,-5.0,0.0,3.5,4.428571428571426,-0.7142857142857143,-44.0,0
189,1148,2020-03-11,Virginia,Albemarle County,51003.0,6.0,12.0,,-3.0,-7.0,0.0,2.0,3.678571428571426,-0.5714285714285714,-44.0,0
190,1277,2020-03-12,Virginia,Albemarle County,51003.0,8.0,34.0,,-1.0,-8.0,1.0,8.25,4.249999999999997,-0.2857142857142857,-44.0,0
191,1406,2020-03-13,Virginia,Albemarle County,51003.0,5.0,26.0,,-2.0,-12.0,4.0,4.25,4.535714285714283,0.2857142857142857,-44.0,0
192,1535,2020-03-14,Virginia,Albemarle County,51003.0,-13.0,15.0,,3.0,-4.0,4.0,0.25,4.035714285714283,1.1428571428571428,-44.0,0
193,1658,2020-03-15,Virginia,Albemarle County,51003.0,-20.0,-3.0,-15.0,-25.0,-18.0,,-16.2,0.29285714285714043,,-44.0,0
194,1779,2020-03-16,Virginia,Albemarle County,51003.0,-10.0,18.0,-18.0,-25.0,-31.0,11.0,-13.2,-1.5928571428571452,,-44.0,0
195,1908,2020-03-17,Virginia,Albemarle County,51003.0,-22.0,9.0,,-16.0,-38.0,14.0,-16.75,-4.485714285714288,,-44.0,0
